"discharge_year","ppc_version","hospital_name","pfi","ppc_group_number","ppc_group_name","observed_rate_per_10_000_at_risk_discharges","risk_adjusted_rate_per_10_000_at_risk_discharges","significance"
"2021","38.0","Community Memorial Hospital Inc","401","4","Perioperative Complications","10.449320794148381","21.43215073233231","Similar"
"2021","38.0","Community Memorial Hospital Inc","401","5","Infectious Complications","71.25890736342043","174.00914217167076","Similar"
"2021","38.0","Community Memorial Hospital Inc","401","6","Malfunctions, Reactions, etc.","0","0","Below"
"2021","38.0","Community Memorial Hospital Inc","401","8","Other Medical and Surgical Complications","91.42857142857143","162.7472279968267","Similar"
"2021","38.0","Coney Island Hospital","1294","1","Extreme Complications","118.46001974333663","128.31456702667316","Above"
"2021","38.0","Coney Island Hospital","1294","2","Cardiovascular-Respiratory Complications","130.75120266436414","145.73945672354716","Similar"
"2021","38.0","Coney Island Hospital","1294","3","Gastrointestinal Complications","27.905978319201463","26.96715330576945","Similar"
"2021","38.0","Coney Island Hospital","1294","4","Perioperative Complications","18.84319187284942","32.58670165057265","Similar"
"2021","38.0","Coney Island Hospital","1294","5","Infectious Complications","131.33413593083068","127.91295759824183","Above"
"2021","38.0","Coney Island Hospital","1294","6","Malfunctions, Reactions, etc.","31.25","31.74577587779693","Similar"
"2021","38.0","Coney Island Hospital","1294","7","Obstetrical Complications","130.59701492537312","135.5062195000794","Similar"
"2021","38.0","Coney Island Hospital","1294","8","Other Medical and Surgical Complications","99.13520354355622","107.15480002065048","Below"
"2021","38.0","Corning Hospital","866","1","Extreme Complications","45.410314628608496","71.48409976396914","Similar"
"2021","38.0","Corning Hospital","866","2","Cardiovascular-Respiratory Complications","64.87187804086928","93.9636481474849","Below"
"2021","38.0","Corning Hospital","866","3","Gastrointestinal Complications","25.53191489361702","33.54839534138503","Similar"
"2021","38.0","Corning Hospital","866","4","Perioperative Complications","2.178649237472767","8.32507752484283","Similar"
"2021","38.0","Corning Hospital","866","5","Infectious Complications","46.9208211143695","53.566859953695","Below"
"2021","38.0","Corning Hospital","866","6","Malfunctions, Reactions, etc.","27.878449958182323","34.271790231219754","Similar"
"2021","38.0","Corning Hospital","866","7","Obstetrical Complications","0","0","Below"
"2021","38.0","Corning Hospital","866","8","Other Medical and Surgical Complications","179.2215065807897","232.27005585518546","Above"
"2021","38.0","Crouse Hospital","636","1","Extreme Complications","66.45731395603593","94.79255018544713","Similar"
"2021","38.0","Crouse Hospital","636","2","Cardiovascular-Respiratory Complications","168.7486302870918","214.67372179225868","Above"
"2021","38.0","Crouse Hospital","636","3","Gastrointestinal Complications","27.523567054290233","35.14296468458262","Similar"
"2021","38.0","Crouse Hospital","636","4","Perioperative Complications","33.06181121226641","39.18593042921616","Similar"
"2021","38.0","Crouse Hospital","636","5","Infectious Complications","80.36899853239221","96.97260534366545","Similar"
"2021","38.0","Crouse Hospital","636","6","Malfunctions, Reactions, etc.","27.61898644742758","34.3117561722528","Similar"
"2021","38.0","Crouse Hospital","636","7","Obstetrical Complications","149.1300745650373","149.0835047436653","Above"
"2021","38.0","Crouse Hospital","636","8","Other Medical and Surgical Complications","138.1452838918633","183.18874452249497","Above"
"2021","38.0","Crouse Hospital - Commonwealth Division","9059","1","Extreme Complications","0","0","Below"
"2021","38.0","Crouse Hospital - Commonwealth Division","9059","2","Cardiovascular-Respiratory Complications","34.84320557491289","145.36539028275922","Similar"
"2021","38.0","Crouse Hospital - Commonwealth Division","9059","3","Gastrointestinal Complications","0","0","Below"
"2021","38.0","Crouse Hospital - Commonwealth Division","9059","4","Perioperative Complications","0",,"Below"
"2021","38.0","Crouse Hospital - Commonwealth Division","9059","5","Infectious Complications","170.64846416382252","318.94152406232996","Above"
"2021","38.0","Crouse Hospital - Commonwealth Division","9059","6","Malfunctions, Reactions, etc.","0","0","Below"
"2021","38.0","Crouse Hospital - Commonwealth Division","9059","8","Other Medical and Surgical Complications","34.129692832764505","172.76899565932573","Similar"
"2021","38.0","David H. Koch Center For Cancer Care","10355","1","Extreme Complications","0","0","Below"
"2021","38.0","David H. Koch Center For Cancer Care","10355","2","Cardiovascular-Respiratory Complications","58.651026392961874","128.7061604657506","Similar"
"2021","38.0","David H. Koch Center For Cancer Care","10355","3","Gastrointestinal Complications","0","0","Below"
"2021","38.0","David H. Koch Center For Cancer Care","10355","4","Perioperative Complications","40.81632653061225","27.250702719402724","Similar"
"2021","38.0","David H. Koch Center For Cancer Care","10355","5","Infectious Complications","59.171597633136095","243.86402593772263","Similar"
"2021","38.0","David H. Koch Center For Cancer Care","10355","6","Malfunctions, Reactions, etc.","0","0","Below"
"2021","38.0","David H. Koch Center For Cancer Care","10355","8","Other Medical and Surgical Complications","117.30205278592375","125.89490943037359","Similar"
"2021","38.0","Delaware Valley Hospital Inc","174","1","Extreme Complications","0","0","Below"
"2021","38.0","Delaware Valley Hospital Inc","174","2","Cardiovascular-Respiratory Complications","81.9672131147541","269.7175216750482","Similar"
"2021","38.0","Delaware Valley Hospital Inc","174","3","Gastrointestinal Complications","0","0","Below"
"2021","38.0","Delaware Valley Hospital Inc","174","4","Perioperative Complications","0","0","Below"
"2021","38.0","Delaware Valley Hospital Inc","174","5","Infectious Complications","78.125","166.8765928799564","Similar"
"2021","38.0","Delaware Valley Hospital Inc","174","6","Malfunctions, Reactions, etc.","71.94244604316548","150.06631721839366","Similar"
"2021","38.0","Delaware Valley Hospital Inc","174","8","Other Medical and Surgical Complications","0","0","Below"
"2021","38.0","Eastern Niagara Hospital - Lockport Division","565","1","Extreme Complications","58.565153733528554","188.7999243139038","Similar"
"2021","38.0","Eastern Niagara Hospital - Lockport Division","565","2","Cardiovascular-Respiratory Complications","204.0816326530612","564.6917063613224","Above"
"2021","38.0","Eastern Niagara Hospital - Lockport Division","565","3","Gastrointestinal Complications","23.980815347721823","52.02851937133385","Similar"
"2021","38.0","Eastern Niagara Hospital - Lockport Division","565","4","Perioperative Complications","0","0","Below"
"2021","38.0","Eastern Niagara Hospital - Lockport Division","565","5","Infectious Complications","75.85335018963337","131.96169861915124","Similar"
"2021","38.0","Eastern Niagara Hospital - Lockport Division","565","6","Malfunctions, Reactions, etc.","23.980815347721823","52.718843074019055","Similar"
"2021","38.0","Eastern Niagara Hospital - Lockport Division","565","8","Other Medical and Surgical Complications","71.94244604316548","163.196125809631","Similar"
"2021","38.0","Ellis Hospital","829","1","Extreme Complications","96.62426614481409","65.05224081824983","Below"
"2021","38.0","Ellis Hospital","829","2","Cardiovascular-Respiratory Complications","145.4589903434788","117.16423879212658","Below"
"2021","38.0","Ellis Hospital","829","3","Gastrointestinal Complications","30.360958056898685","22.612727509799324","Below"
"2021","38.0","Ellis Hospital","829","4","Perioperative Complications","35.56054650945162","28.95872755910974","Similar"
"2021","38.0","Ellis Hospital","829","5","Infectious Complications","63.141278610891874","54.89924006931335","Below"
"2021","38.0","Ellis Hospital","829","6","Malfunctions, Reactions, etc.","55.75211750830921","43.70594865361208","Similar"
"2021","38.0","Ellis Hospital","829","8","Other Medical and Surgical Complications","116.80726800778714","96.09748660009642","Below"
"2021","38.0","Ellis Hospital - Bellevue Woman's Care Center Division","848","1","Extreme Complications","4.894762604013706","550.1434222136605","Similar"
"2021","38.0","Ellis Hospital - Bellevue Woman's Care Center Division","848","2","Cardiovascular-Respiratory Complications","0","0","Below"
"2021","38.0","Ellis Hospital - Bellevue Woman's Care Center Division","848","3","Gastrointestinal Complications","0","0","Below"
"2021","38.0","Ellis Hospital - Bellevue Woman's Care Center Division","848","4","Perioperative Complications","2.4125452352231602","14.807663688159657","Similar"
"2021","38.0","Ellis Hospital - Bellevue Woman's Care Center Division","848","5","Infectious Complications","4.833252779120348","168.39305348535785","Similar"
"2021","38.0","Ellis Hospital - Bellevue Woman's Care Center Division","848","6","Malfunctions, Reactions, etc.","0","0","Below"
"2021","38.0","Ellis Hospital - Bellevue Woman's Care Center Division","848","7","Obstetrical Complications","10.330578512396695","15.847705468351652","Below"
"2021","38.0","Ellis Hospital - Bellevue Woman's Care Center Division","848","8","Other Medical and Surgical Complications","0","0","Below"
"2021","38.0","Elmhurst Hospital Center","1626","1","Extreme Complications","55.652462829138635","103.92536610156404","Similar"
"2021","38.0","Elmhurst Hospital Center","1626","2","Cardiovascular-Respiratory Complications","69.59000586903663","108.73570044228958","Below"
"2021","38.0","Elmhurst Hospital Center","1626","3","Gastrointestinal Complications","13.08698999230177","17.924900963359903","Below"
"2021","38.0","Elmhurst Hospital Center","1626","4","Perioperative Complications","11.590683298377304","20.40279870235452","Below"
"2021","38.0","Elmhurst Hospital Center","1626","5","Infectious Complications","88.70317425408695","107.1449479818695","Similar"
"2021","38.0","Elmhurst Hospital Center","1626","6","Malfunctions, Reactions, etc.","16.885949482867797","23.30593868687929","Below"
"2021","38.0","Elmhurst Hospital Center","1626","7","Obstetrical Complications","34.07155025553663","34.5075810093547","Below"
"2021","38.0","Elmhurst Hospital Center","1626","8","Other Medical and Surgical Complications","85.78970523537176","117.2172299656541","Below"
"2021","38.0","Erie County Medical Center","210","1","Extreme Complications","57.94972249428665","83.15825860657704","Similar"
"2021","38.0","Erie County Medical Center","210","2","Cardiovascular-Respiratory Complications","163.371998039536","188.0402909601903","Above"
"2021","38.0","Erie County Medical Center","210","3","Gastrointestinal Complications","22.217114839500496","27.91771017353474","Similar"
"2021","38.0","Erie County Medical Center","210","4","Perioperative Complications","19.35998177884068","32.214488921497335","Similar"
"2021","38.0","Erie County Medical Center","210","5","Infectious Complications","100.18077734257307","98.598744865631","Similar"
"2021","38.0","Erie County Medical Center","210","6","Malfunctions, Reactions, etc.","40.47689137474242","45.63241580818667","Similar"
"2021","38.0","Erie County Medical Center","210","8","Other Medical and Surgical Complications","136.24583487597187","151.55541503323892","Similar"
"2021","38.0","Faxton-St Lukes Healthcare St Lukes Division","599","1","Extreme Complications","47.82972617481765","73.71432805222618","Similar"
"2021","38.0","Faxton-St Lukes Healthcare St Lukes Division","599","2","Cardiovascular-Respiratory Complications","89.64857757590245","121.907392766627","Similar"
"2021","38.0","Faxton-St Lukes Healthcare St Lukes Division","599","3","Gastrointestinal Complications","23.016220955721177","27.812381723910452","Similar"
"2021","38.0","Faxton-St Lukes Healthcare St Lukes Division","599","4","Perioperative Complications","17.61449421238047","31.822638586645684","Similar"
"2021","38.0","Faxton-St Lukes Healthcare St Lukes Division","599","5","Infectious Complications","68.14119749776586","78.08943777292365","Below"
"2021","38.0","Faxton-St Lukes Healthcare St Lukes Division","599","6","Malfunctions, Reactions, etc.","17.862771881895554","22.091438386795453","Similar"
"2021","38.0","Faxton-St Lukes Healthcare St Lukes Division","599","7","Obstetrical Complications","59.77796754910332","77.41188057713853","Similar"
"2021","38.0","Faxton-St Lukes Healthcare St Lukes Division","599","8","Other Medical and Surgical Complications","47.07896426278622","66.58547431145183","Below"
"2021","38.0","F.F. Thompson Hospital","678","1","Extreme Complications","115.87771203155819","108.46046316837524","Similar"
"2021","38.0","F.F. Thompson Hospital","678","2","Cardiovascular-Respiratory Complications","184.68357547402118","182.10101238487073","Similar"
"2021","38.0","F.F. Thompson Hospital","678","3","Gastrointestinal Complications","37.719103616596406","33.78053916501989","Similar"
"2021","38.0","F.F. Thompson Hospital","678","4","Perioperative Complications","43.196544276457885","66.53956992294553","Above"
"2021","38.0","F.F. Thompson Hospital","678","5","Infectious Complications","105.78279266572636","97.61313928955592","Similar"
"2021","38.0","F.F. Thompson Hospital","678","6","Malfunctions, Reactions, etc.","26.223776223776223","25.6274178315155","Similar"
"2021","38.0","F.F. Thompson Hospital","678","7","Obstetrical Complications","38.56041131105398","53.17180230705169","Similar"
"2021","38.0","F.F. Thompson Hospital","678","8","Other Medical and Surgical Complications","174.08550022036138","175.6221426904353","Similar"
"2021","38.0","Flushing Hospital Medical Center","1628","1","Extreme Complications","30.45994517209869","61.85229808886127","Similar"
"2021","38.0","Flushing Hospital Medical Center","1628","2","Cardiovascular-Respiratory Complications","45.96292324191818","84.93098319743497","Below"
"2021","38.0","Flushing Hospital Medical Center","1628","3","Gastrointestinal Complications","29.001519127192374","35.42166425450726","Similar"
"2021","38.0","Flushing Hospital Medical Center","1628","4","Perioperative Complications","28.678195880768225","73.44046344721576","Above"
"2021","38.0","Flushing Hospital Medical Center","1628","5","Infectious Complications","71.19314436387607","116.33987364655341","Similar"
"2021","38.0","Flushing Hospital Medical Center","1628","6","Malfunctions, Reactions, etc.","28.059045992436257","38.6651057865942","Similar"
"2021","38.0","Flushing Hospital Medical Center","1628","7","Obstetrical Complications","74.13868294810293","67.08309562099845","Below"
"2021","38.0","Flushing Hospital Medical Center","1628","8","Other Medical and Surgical Complications","48.4229812851721","75.53771661473846","Below"
"2021","38.0","Garnet Health Medical Center - Catskills","971","1","Extreme Complications","52.11726384364821","75.44881932395808","Similar"
"2021","38.0","Garnet Health Medical Center - Catskills","971","2","Cardiovascular-Respiratory Complications","100.68203962325431","138.69830955444564","Similar"
"2021","38.0","Garnet Health Medical Center - Catskills","971","3","Gastrointestinal Complications","32.74784161952962","38.17138236595812","Similar"
"2021","38.0","Garnet Health Medical Center - Catskills","971","4","Perioperative Complications","4.62962962962963","12.687057109920868","Similar"
"2021","38.0","Garnet Health Medical Center - Catskills","971","5","Infectious Complications","85.20037866834964","97.99309132251382","Similar"
"2021","38.0","Garnet Health Medical Center - Catskills","971","6","Malfunctions, Reactions, etc.","47.18372161604247","55.97865975173843","Similar"
"2021","38.0","Garnet Health Medical Center - Catskills","971","7","Obstetrical Complications","284.69750889679716","341.7944388079512","Above"
"2021","38.0","Garnet Health Medical Center - Catskills","971","8","Other Medical and Surgical Complications","82.9138288421676","106.8482261277209","Similar"
"2021","38.0","Garnet Health Medical Center - Catskills - G. Hermann Site","968","1","Extreme Complications","0","0","Below"
"2021","38.0","Garnet Health Medical Center - Catskills - G. Hermann Site","968","2","Cardiovascular-Respiratory Complications","468.75","1276.4273364478959","Above"
"2021","38.0","Garnet Health Medical Center - Catskills - G. Hermann Site","968","3","Gastrointestinal Complications","303.03030303030306","398.22555441322356","Above"
"2021","38.0","Garnet Health Medical Center - Catskills - G. Hermann Site","968","4","Perioperative Complications","0","0","Below"
"2021","38.0","Garnet Health Medical Center - Catskills - G. Hermann Site","968","5","Infectious Complications","606.0606060606061","222.54689902965748","Similar"
"2021","38.0","Garnet Health Medical Center - Catskills - G. Hermann Site","968","6","Malfunctions, Reactions, etc.","0","0","Below"
"2021","38.0","Garnet Health Medical Center - Catskills - G. Hermann Site","968","8","Other Medical and Surgical Complications","151.51515151515153","197.21067027651702","Similar"
"2021","38.0","Geneva General Hospital","671","1","Extreme Complications","65.24575902566333","69.0614352146319","Similar"
"2021","38.0","Geneva General Hospital","671","2","Cardiovascular-Respiratory Complications","164.5021645021645","153.5496672506341","Similar"
"2021","38.0","Geneva General Hospital","671","3","Gastrointestinal Complications","11.481056257175661","10.87973021546049","Below"
"2021","38.0","Geneva General Hospital","671","4","Perioperative Complications","6.734006734006734","12.232748605051123","Similar"
"2021","38.0","Geneva General Hospital","671","5","Infectious Complications","126.06750711671411","121.45743367766472","Similar"
"2021","38.0","Geneva General Hospital","671","6","Malfunctions, Reactions, etc.","26.565464895635674","24.729256975551994","Similar"
"2021","38.0","Geneva General Hospital","671","8","Other Medical and Surgical Complications","152.20700152207002","145.6072457828892","Similar"
"2021","38.0","Glen Cove Hospital","490","1","Extreme Complications","46.42765024503482","71.20759818609119","Similar"
"2021","38.0","Glen Cove Hospital","490","2","Cardiovascular-Respiratory Complications","221.42121524201852","179.68224134628556","Similar"
"2021","38.0","Glen Cove Hospital","490","3","Gastrointestinal Complications","77.574047954866","58.81845596498052","Above"
"2021","38.0","Glen Cove Hospital","490","4","Perioperative Complications","16.31321370309951","30.08905800294653","Similar"
"2021","38.0","Glen Cove Hospital","490","5","Infectious Complications","371.00317305345374","122.31828247168372","Above"
"2021","38.0","Glen Cove Hospital","490","6","Malfunctions, Reactions, etc.","60.352831940575676","38.78563972664156","Similar"
"2021","38.0","Glen Cove Hospital","490","8","Other Medical and Surgical Complications","320.6178329042827","225.92933666661284","Above"
"2021","38.0","Glens Falls Hospital","1005","1","Extreme Complications","65.15444015444015","90.41704286929571","Similar"
"2021","38.0","Glens Falls Hospital","1005","2","Cardiovascular-Respiratory Complications","137.54826254826256","167.73652449546074","Similar"
"2021","38.0","Glens Falls Hospital","1005","3","Gastrointestinal Complications","48.298326406829155","62.7904804261768","Above"
"2021","38.0","Glens Falls Hospital","1005","4","Perioperative Complications","22.409929322530598","27.84018061814589","Similar"
"2021","38.0","Glens Falls Hospital","1005","5","Infectious Complications","61.05990783410138","70.69510712101177","Below"
"2021","38.0","Glens Falls Hospital","1005","6","Malfunctions, Reactions, etc.","43.5777317790609","47.60449272121862","Similar"
"2021","38.0","Glens Falls Hospital","1005","7","Obstetrical Complications","115.35048802129548","129.48059414880743","Similar"
"2021","38.0","Glens Falls Hospital","1005","8","Other Medical and Surgical Complications","97.8865406006674","116.20310799448984","Below"
"2021","38.0","Good Samaritan Hospital Medical Center","925","1","Extreme Complications","108.57697440252336","96.94147526947944","Similar"
"2021","38.0","Good Samaritan Hospital Medical Center","925","2","Cardiovascular-Respiratory Complications","194.82906506555568","186.27180992587537","Above"
"2021","38.0","Good Samaritan Hospital Medical Center","925","3","Gastrointestinal Complications","58.27829272353888","54.784436315704156","Above"
"2021","38.0","Good Samaritan Hospital Medical Center","925","4","Perioperative Complications","34.24381596970429","32.28793521201544","Similar"
"2021","38.0","Good Samaritan Hospital Medical Center","925","5","Infectious Complications","137.33579415915753","136.40797550235325","Above"
"2021","38.0","Good Samaritan Hospital Medical Center","925","6","Malfunctions, Reactions, etc.","33.956717855151794","33.396709012032666","Similar"
"2021","38.0","Good Samaritan Hospital Medical Center","925","7","Obstetrical Complications","52.180395080134176","52.02177936878371","Below"
"2021","38.0","Good Samaritan Hospital Medical Center","925","8","Other Medical and Surgical Complications","174.2884553885513","168.04149670320004","Similar"
"2021","38.0","Good Samaritan Hospital of Suffern","779","1","Extreme Complications","76.89619014330654","105.81282235539115","Similar"
"2021","38.0","Good Samaritan Hospital of Suffern","779","2","Cardiovascular-Respiratory Complications","124.8690185120503","173.74315300242995","Above"
"2021","38.0","Good Samaritan Hospital of Suffern","779","3","Gastrointestinal Complications","31.150094270022134","41.33269153355808","Similar"
"2021","38.0","Good Samaritan Hospital of Suffern","779","4","Perioperative Complications","17.414523712776454","27.790462452834504","Similar"
"2021","38.0","Good Samaritan Hospital of Suffern","779","5","Infectious Complications","87.86610878661088","119.0343777394758","Similar"
"2021","38.0","Good Samaritan Hospital of Suffern","779","6","Malfunctions, Reactions, etc.","34.29300582183587","41.46206683565984","Similar"
"2021","38.0","Good Samaritan Hospital of Suffern","779","7","Obstetrical Complications","81.14157806379406","143.8762563515248","Similar"
"2021","38.0","Good Samaritan Hospital of Suffern","779","8","Other Medical and Surgical Complications","95.62398703403566","127.71895264591438","Similar"
"2021","38.0","Gouverneur Hospital","812","1","Extreme Complications","0","0","Below"
"2021","38.0","Gouverneur Hospital","812","2","Cardiovascular-Respiratory Complications","0","0","Below"
"2021","38.0","Gouverneur Hospital","812","3","Gastrointestinal Complications","0","0","Below"
"2021","38.0","Gouverneur Hospital","812","4","Perioperative Complications","0","0","Below"
"2021","38.0","Gouverneur Hospital","812","5","Infectious Complications","51.81347150259067","122.32327540993555","Similar"
"2021","38.0","Gouverneur Hospital","812","6","Malfunctions, Reactions, etc.","25.062656641604008","113.14403422908335","Similar"
"2021","38.0","Gouverneur Hospital","812","8","Other Medical and Surgical Complications","0","0","Below"
"2021","38.0","Harlem Hospital Center","1445","1","Extreme Complications","56.649199830052396","106.53396013653828","Similar"
"2021","38.0","Harlem Hospital Center","1445","2","Cardiovascular-Respiratory Complications","54.32451751250893","86.34893704170081","Below"
"2021","38.0","Harlem Hospital Center","1445","3","Gastrointestinal Complications","25.5170561375235","34.13959444530803","Similar"
"2021","38.0","Harlem Hospital Center","1445","4","Perioperative Complications","22.03525641025641","38.91872124239443","Similar"
"2021","38.0","Harlem Hospital Center","1445","5","Infectious Complications","54.27237157642307","74.16435650237648","Below"
"2021","38.0","Harlem Hospital Center","1445","6","Malfunctions, Reactions, etc.","14.614541468761418","22.069342899644344","Similar"
"2021","38.0","Harlem Hospital Center","1445","7","Obstetrical Complications","139.61605584642234","93.79389181392246","Similar"
"2021","38.0","Harlem Hospital Center","1445","8","Other Medical and Surgical Complications","60.24868606588899","84.75672083002277","Below"
"2021","38.0","Helen Hayes Hospital","775","1","Extreme Complications","0","0","Below"
"2021","38.0","Helen Hayes Hospital","775","2","Cardiovascular-Respiratory Complications","39.96802557953637","38.15864555627324","Below"
"2021","38.0","Helen Hayes Hospital","775","3","Gastrointestinal Complications","43.01075268817204","36.56096758714324","Similar"
"2021","38.0","Helen Hayes Hospital","775","4","Perioperative Complications","0","0","Below"
"2021","38.0","Helen Hayes Hospital","775","5","Infectious Complications","405.5032585083273","127.33178454890627","Similar"
"2021","38.0","Helen Hayes Hospital","775","6","Malfunctions, Reactions, etc.","21.261516654854713","19.142075826364692","Similar"
"2021","38.0","Helen Hayes Hospital","775","8","Other Medical and Surgical Complications","56.69737774627924","45.16008015008858","Below"
"2021","38.0","Highland Hospital","409","1","Extreme Complications","66.4166275980622","96.80386004148332","Similar"
"2021","38.0","Highland Hospital","409","2","Cardiovascular-Respiratory Complications","132.78137936421152","167.31947130509198","Similar"
"2021","38.0","Highland Hospital","409","3","Gastrointestinal Complications","32.684485764090645","42.36696298241695","Similar"
"2021","38.0","Highland Hospital","409","4","Perioperative Complications","26.361093178394665","41.643494964826324","Similar"
"2021","38.0","Highland Hospital","409","5","Infectious Complications","105.07621725617878","130.3605351729135","Above"
"2021","38.0","Highland Hospital","409","6","Malfunctions, Reactions, etc.","42.438817371622584","48.046251697590435","Above"
"2021","38.0","Highland Hospital","409","7","Obstetrical Complications","67.85714285714286","69.04455741191663","Below"
"2021","38.0","Highland Hospital","409","8","Other Medical and Surgical Complications","144.31361286616885","178.04593635884555","Above"
"2021","38.0","Hospital for Special Surgery","1447","1","Extreme Complications","14.000988305056827","54.705254681078706","Below"
"2021","38.0","Hospital for Special Surgery","1447","2","Cardiovascular-Respiratory Complications","122.54901960784314","162.57285525722912","Similar"
"2021","38.0","Hospital for Special Surgery","1447","3","Gastrointestinal Complications","9.269402544872335","34.47624953603572","Similar"
"2021","38.0","Hospital for Special Surgery","1447","4","Perioperative Complications","30.679799773938317","34.9346361223377","Similar"
"2021","38.0","Hospital for Special Surgery","1447","5","Infectious Complications","50.05333552145729","116.42696145144409","Similar"
"2021","38.0","Hospital for Special Surgery","1447","6","Malfunctions, Reactions, etc.","52.98769055188718","43.72719754516089","Similar"
"2021","38.0","Hospital for Special Surgery","1447","8","Other Medical and Surgical Complications","139.43894389438944","133.55302317034975","Similar"
"2021","38.0","Huntington Hospital","913","1","Extreme Complications","55.43081672747685","62.06022465081864","Below"
"2021","38.0","Huntington Hospital","913","2","Cardiovascular-Respiratory Complications","114.86962649753349","124.51575991616266","Below"
"2021","38.0","Huntington Hospital","913","3","Gastrointestinal Complications","26.111364971603894","27.844280090302366","Similar"
"2021","38.0","Huntington Hospital","913","4","Perioperative Complications","39.73643176902571","47.643705758576964","Similar"
"2021","38.0","Huntington Hospital","913","5","Infectious Complications","76.86138216815934","81.49215626431081","Below"
"2021","38.0","Huntington Hospital","913","6","Malfunctions, Reactions, etc.","28.434222166055857","30.472865404107264","Similar"
"2021","38.0","Huntington Hospital","913","7","Obstetrical Complications","82.05689277899343","91.17568243723882","Similar"
"2021","38.0","Huntington Hospital","913","8","Other Medical and Surgical Complications","122.38325281803542","134.16305678656585","Similar"
"2021","38.0","Interfaith Medical Center","1309","1","Extreme Complications","81.79162609542357","181.71951245744043","Above"
"2021","38.0","Interfaith Medical Center","1309","2","Cardiovascular-Respiratory Complications","52.53940455341506","104.08817610761241","Similar"
"2021","38.0","Interfaith Medical Center","1309","3","Gastrointestinal Complications","21.363717286807905","38.21815061979074","Similar"
"2021","38.0","Interfaith Medical Center","1309","4","Perioperative Complications","17.083398043174405","48.10143253397739","Similar"
"2021","38.0","Interfaith Medical Center","1309","5","Infectious Complications","30.471410647069366","43.92825483849756","Below"
"2021","38.0","Interfaith Medical Center","1309","6","Malfunctions, Reactions, etc.","33.46248679112364","49.944237132362154","Similar"
"2021","38.0","Interfaith Medical Center","1309","8","Other Medical and Surgical Complications","30.056577086280058","47.5805483701223","Below"
"2021","38.0","Ira Davenport Memorial Hospital","873","1","Extreme Complications","0","0","Below"
"2021","38.0","Ira Davenport Memorial Hospital","873","2","Cardiovascular-Respiratory Complications","0","0","Below"
"2021","38.0","Ira Davenport Memorial Hospital","873","3","Gastrointestinal Complications","42.19409282700422","106.61874405256253","Similar"
"2021","38.0","Ira Davenport Memorial Hospital","873","4","Perioperative Complications","0","0","Below"
"2021","38.0","Ira Davenport Memorial Hospital","873","5","Infectious Complications","176.99115044247787","266.9907379018444","Similar"
"2021","38.0","Ira Davenport Memorial Hospital","873","6","Malfunctions, Reactions, etc.","0","0","Below"
"2021","38.0","Ira Davenport Memorial Hospital","873","8","Other Medical and Surgical Complications","84.03361344537815","201.58286720952862","Similar"
"2021","38.0","Jacobi Medical Center","1165","1","Extreme Complications","62.30301253390017","96.02636440631262","Similar"
"2021","38.0","Jacobi Medical Center","1165","2","Cardiovascular-Respiratory Complications","104.41350710900474","142.27425221215168","Similar"
"2021","38.0","Jacobi Medical Center","1165","3","Gastrointestinal Complications","35.050823694356815","45.7210151191917","Similar"
"2021","38.0","Jacobi Medical Center","1165","4","Perioperative Complications","33.87803905938621","58.11433339315803","Above"
"2021","38.0","Jacobi Medical Center","1165","5","Infectious Complications","126.6897407431594","142.3396299818479","Above"
"2021","38.0","Jacobi Medical Center","1165","6","Malfunctions, Reactions, etc.","23.178600513687904","31.33325840749335","Similar"
"2021","38.0","Jacobi Medical Center","1165","7","Obstetrical Complications","175.226586102719","122.42679733972285","Similar"
"2021","38.0","Jacobi Medical Center","1165","8","Other Medical and Surgical Complications","119.93299832495812","153.22552181034376","Similar"
"2021","38.0","Jamaica Hospital Medical Center","1629","1","Extreme Complications","67.51543209876543","78.11131346858943","Similar"
"2021","38.0","Jamaica Hospital Medical Center","1629","2","Cardiovascular-Respiratory Complications","80.19323671497585","94.1486336070214","Below"
"2021","38.0","Jamaica Hospital Medical Center","1629","3","Gastrointestinal Complications","25.528169014084508","27.41996082373934","Similar"
"2021","38.0","Jamaica Hospital Medical Center","1629","4","Perioperative Complications","12.994607237996233","18.17945475928905","Below"
"2021","38.0","Jamaica Hospital Medical Center","1629","5","Infectious Complications","80.42421564295182","78.35460534583183","Below"
"2021","38.0","Jamaica Hospital Medical Center","1629","6","Malfunctions, Reactions, etc.","20.139296802886633","23.043553543747144","Below"
"2021","38.0","Jamaica Hospital Medical Center","1629","7","Obstetrical Complications","13.717421124828531","10.608405104790052","Below"
"2021","38.0","Jamaica Hospital Medical Center","1629","8","Other Medical and Surgical Complications","53.082191780821915","59.464149614759506","Below"
"2021","38.0","John R. Oishei Children's Hospital","208","1","Extreme Complications","6.396588486140725","31.58089557583418","Similar"
"2021","38.0","John R. Oishei Children's Hospital","208","2","Cardiovascular-Respiratory Complications","28.680688336520078","196.48826708736368","Similar"
"2021","38.0","John R. Oishei Children's Hospital","208","3","Gastrointestinal Complications","16.455101081335215","87.29229547699825","Above"
"2021","38.0","John R. Oishei Children's Hospital","208","4","Perioperative Complications","6.605565188671457","23.117454354395655","Similar"
"2021","38.0","John R. Oishei Children's Hospital","208","5","Infectious Complications","6.643635397289397","19.635999404544116","Below"
"2021","38.0","John R. Oishei Children's Hospital","208","6","Malfunctions, Reactions, etc.","6.892590465249856","18.648984507346555","Similar"
