"discharge_year","ppc_version","hospital_name","pfi","ppc_group_number","ppc_group_name","observed_rate_per_10_000_at_risk_discharges","risk_adjusted_rate_per_10_000_at_risk_discharges","significance"
"2015","32.0","NewYork-Presbyterian/Hudson Valley Hospital","1039","8","Other Medical and Surgical Complications","116.55","102.84","Below"
"2015","32.0","New York-Presbyterian/Lawrence Hospital","1122","1","Extreme Complications","47.09","77.75","Similar"
"2015","32.0","New York-Presbyterian/Lawrence Hospital","1122","2","Cardiovascular-Respiratory Complications","169.95","279.14","Above"
"2015","32.0","New York-Presbyterian/Lawrence Hospital","1122","3","Gastrointestinal Complications","29.33","41.55","Similar"
"2015","32.0","New York-Presbyterian/Lawrence Hospital","1122","4","Perioperative Complications","15.53","29.79","Below"
"2015","32.0","New York-Presbyterian/Lawrence Hospital","1122","5","Infectious Complications","102.44","137.11","Similar"
"2015","32.0","New York-Presbyterian/Lawrence Hospital","1122","6","Malfunctions, Reactions, etc.","23.12","31.55","Similar"
"2015","32.0","New York-Presbyterian/Lawrence Hospital","1122","7","Obstetrical Complications","459.68","589.06","Similar"
"2015","32.0","New York-Presbyterian/Lawrence Hospital","1122","8","Other Medical and Surgical Complications","127.79","183.05","Above"
"2015","32.0","New York-Presbyterian/Lower Manhattan Hospital","1437","1","Extreme Complications","66.84","91.65","Similar"
"2015","32.0","New York-Presbyterian/Lower Manhattan Hospital","1437","2","Cardiovascular-Respiratory Complications","181.84","241.32","Similar"
"2015","32.0","New York-Presbyterian/Lower Manhattan Hospital","1437","3","Gastrointestinal Complications","28.17","35.05","Similar"
"2015","32.0","New York-Presbyterian/Lower Manhattan Hospital","1437","4","Perioperative Complications","61.90","93.99","Above"
"2015","32.0","New York-Presbyterian/Lower Manhattan Hospital","1437","5","Infectious Complications","88.21","100.78","Similar"
"2015","32.0","New York-Presbyterian/Lower Manhattan Hospital","1437","6","Malfunctions, Reactions, etc.","40.35","50.99","Above"
"2015","32.0","New York-Presbyterian/Lower Manhattan Hospital","1437","7","Obstetrical Complications","989.97","940.59","Above"
"2015","32.0","New York-Presbyterian/Lower Manhattan Hospital","1437","8","Other Medical and Surgical Complications","119.27","153.29","Similar"
"2015","32.0","NewYork-Presbyterian/Queens","1637","1","Extreme Complications","103.21","93.92","Similar"
"2015","32.0","NewYork-Presbyterian/Queens","1637","2","Cardiovascular-Respiratory Complications","207.02","200.88","Similar"
"2015","32.0","NewYork-Presbyterian/Queens","1637","3","Gastrointestinal Complications","38.63","32.02","Similar"
"2015","32.0","NewYork-Presbyterian/Queens","1637","4","Perioperative Complications","35.32","40.06","Below"
"2015","32.0","NewYork-Presbyterian/Queens","1637","5","Infectious Complications","179.54","167.89","Above"
"2015","32.0","NewYork-Presbyterian/Queens","1637","6","Malfunctions, Reactions, etc.","38.78","34.48","Similar"
"2015","32.0","NewYork-Presbyterian/Queens","1637","7","Obstetrical Complications","688.94","849.27","Above"
"2015","32.0","NewYork-Presbyterian/Queens","1637","8","Other Medical and Surgical Complications","139.32","128.31","Similar"
"2015","32.0","Niagara Falls Memorial Medical Center","574","1","Extreme Complications","42.57","86.50","Similar"
"2015","32.0","Niagara Falls Memorial Medical Center","574","2","Cardiovascular-Respiratory Complications","121.43","271.43","Similar"
"2015","32.0","Niagara Falls Memorial Medical Center","574","3","Gastrointestinal Complications","12.80","21.95","Similar"
"2015","32.0","Niagara Falls Memorial Medical Center","574","4","Perioperative Complications","8.47","17.67","Below"
"2015","32.0","Niagara Falls Memorial Medical Center","574","5","Infectious Complications","68.00","116.55","Similar"
"2015","32.0","Niagara Falls Memorial Medical Center","574","6","Malfunctions, Reactions, etc.","19.02","32.44","Similar"
"2015","32.0","Niagara Falls Memorial Medical Center","574","7","Obstetrical Complications","476.19","629.52","Similar"
"2015","32.0","Niagara Falls Memorial Medical Center","574","8","Other Medical and Surgical Complications","52.90","99.28","Similar"
"2015","32.0","Nicholas H Noyes Memorial Hospital","393","1","Extreme Complications","43.24","235.75","Above"
"2015","32.0","Nicholas H Noyes Memorial Hospital","393","2","Cardiovascular-Respiratory Complications","129.94","449.48","Above"
"2015","32.0","Nicholas H Noyes Memorial Hospital","393","3","Gastrointestinal Complications","0.00","0.00","Below"
"2015","32.0","Nicholas H Noyes Memorial Hospital","393","4","Perioperative Complications","37.55","89.98","Similar"
"2015","32.0","Nicholas H Noyes Memorial Hospital","393","5","Infectious Complications","26.81","61.79","Similar"
"2015","32.0","Nicholas H Noyes Memorial Hospital","393","6","Malfunctions, Reactions, etc.","5.30","11.11","Similar"
"2015","32.0","Nicholas H Noyes Memorial Hospital","393","7","Obstetrical Complications","373.56","627.32","Similar"
"2015","32.0","Nicholas H Noyes Memorial Hospital","393","8","Other Medical and Surgical Complications","48.03","123.64","Similar"
"2015","32.0","Northern Dutchess Hospital","192","1","Extreme Complications","22.88","67.26","Similar"
"2015","32.0","Northern Dutchess Hospital","192","2","Cardiovascular-Respiratory Complications","94.15","190.10","Similar"
"2015","32.0","Northern Dutchess Hospital","192","3","Gastrointestinal Complications","25.49","48.92","Similar"
"2015","32.0","Northern Dutchess Hospital","192","4","Perioperative Complications","7.60","22.73","Similar"
"2015","32.0","Northern Dutchess Hospital","192","5","Infectious Complications","58.36","83.55","Similar"
"2015","32.0","Northern Dutchess Hospital","192","6","Malfunctions, Reactions, etc.","27.51","45.26","Similar"
"2015","32.0","Northern Dutchess Hospital","192","7","Obstetrical Complications","734.52","816.30","Similar"
"2015","32.0","Northern Dutchess Hospital","192","8","Other Medical and Surgical Complications","55.14","86.78","Below"
"2015","32.0","Northern Westchester Hospital","1117","1","Extreme Complications","73.64","115.19","Above"
"2015","32.0","Northern Westchester Hospital","1117","2","Cardiovascular-Respiratory Complications","178.84","252.77","Above"
"2015","32.0","Northern Westchester Hospital","1117","3","Gastrointestinal Complications","29.62","37.82","Similar"
"2015","32.0","Northern Westchester Hospital","1117","4","Perioperative Complications","56.38","65.39","Similar"
"2015","32.0","Northern Westchester Hospital","1117","5","Infectious Complications","119.31","150.80","Similar"
"2015","32.0","Northern Westchester Hospital","1117","6","Malfunctions, Reactions, etc.","26.35","32.85","Similar"
"2015","32.0","Northern Westchester Hospital","1117","7","Obstetrical Complications","740.04","959.12","Above"
"2015","32.0","Northern Westchester Hospital","1117","8","Other Medical and Surgical Complications","151.23","182.48","Above"
"2015","32.0","North Shore University Hospital","541","1","Extreme Complications","128.86","98.32","Above"
"2015","32.0","North Shore University Hospital","541","2","Cardiovascular-Respiratory Complications","245.73","193.15","Below"
"2015","32.0","North Shore University Hospital","541","3","Gastrointestinal Complications","38.85","34.94","Similar"
"2015","32.0","North Shore University Hospital","541","4","Perioperative Complications","92.91","63.45","Similar"
"2015","32.0","North Shore University Hospital","541","5","Infectious Complications","175.51","165.46","Above"
"2015","32.0","North Shore University Hospital","541","6","Malfunctions, Reactions, etc.","34.20","28.88","Similar"
"2015","32.0","North Shore University Hospital","541","7","Obstetrical Complications","736.77","843.08","Above"
"2015","32.0","North Shore University Hospital","541","8","Other Medical and Surgical Complications","205.00","178.54","Above"
"2015","32.0","Nyack Hospital","776","1","Extreme Complications","52.55","60.63","Below"
"2015","32.0","Nyack Hospital","776","2","Cardiovascular-Respiratory Complications","243.06","279.52","Above"
"2015","32.0","Nyack Hospital","776","3","Gastrointestinal Complications","22.45","21.69","Similar"
"2015","32.0","Nyack Hospital","776","4","Perioperative Complications","22.78","44.07","Similar"
"2015","32.0","Nyack Hospital","776","5","Infectious Complications","132.84","137.67","Similar"
"2015","32.0","Nyack Hospital","776","6","Malfunctions, Reactions, etc.","43.70","47.35","Above"
"2015","32.0","Nyack Hospital","776","7","Obstetrical Complications","326.03","354.46","Below"
"2015","32.0","Nyack Hospital","776","8","Other Medical and Surgical Complications","137.09","146.45","Similar"
"2015","32.0","NYU Hospital for Joint Diseases","1446","1","Extreme Complications","20.92","54.53","Similar"
"2015","32.0","NYU Hospital for Joint Diseases","1446","2","Cardiovascular-Respiratory Complications","242.37","216.81","Similar"
"2015","32.0","NYU Hospital for Joint Diseases","1446","3","Gastrointestinal Complications","4.95","7.39","Below"
"2015","32.0","NYU Hospital for Joint Diseases","1446","4","Perioperative Complications","38.14","41.88","Similar"
"2015","32.0","NYU Hospital for Joint Diseases","1446","5","Infectious Complications","129.24","88.31","Below"
"2015","32.0","NYU Hospital for Joint Diseases","1446","6","Malfunctions, Reactions, etc.","42.10","36.81","Similar"
"2015","32.0","NYU Hospital for Joint Diseases","1446","8","Other Medical and Surgical Complications","252.59","140.26","Similar"
"2015","32.0","NYU Hospitals Center","1463","1","Extreme Complications","107.42","65.63","Below"
"2015","32.0","NYU Hospitals Center","1463","2","Cardiovascular-Respiratory Complications","326.69","199.57","Similar"
"2015","32.0","NYU Hospitals Center","1463","3","Gastrointestinal Complications","35.37","26.42","Similar"
"2015","32.0","NYU Hospitals Center","1463","4","Perioperative Complications","98.05","52.99","Similar"
"2015","32.0","NYU Hospitals Center","1463","5","Infectious Complications","132.27","100.97","Below"
"2015","32.0","NYU Hospitals Center","1463","6","Malfunctions, Reactions, etc.","43.97","32.57","Similar"
"2015","32.0","NYU Hospitals Center","1463","7","Obstetrical Complications","826.79","850.79","Above"
"2015","32.0","NYU Hospitals Center","1463","8","Other Medical and Surgical Complications","208.17","149.47","Similar"
"2015","32.0","NYU Lutheran Medical Center","1304","1","Extreme Complications","69.63","88.27","Similar"
"2015","32.0","NYU Lutheran Medical Center","1304","2","Cardiovascular-Respiratory Complications","212.39","274.97","Above"
"2015","32.0","NYU Lutheran Medical Center","1304","3","Gastrointestinal Complications","41.96","47.10","Above"
"2015","32.0","NYU Lutheran Medical Center","1304","4","Perioperative Complications","33.94","47.45","Similar"
"2015","32.0","NYU Lutheran Medical Center","1304","5","Infectious Complications","162.95","171.89","Above"
"2015","32.0","NYU Lutheran Medical Center","1304","6","Malfunctions, Reactions, etc.","28.17","32.83","Similar"
"2015","32.0","NYU Lutheran Medical Center","1304","7","Obstetrical Complications","503.16","493.24","Below"
"2015","32.0","NYU Lutheran Medical Center","1304","8","Other Medical and Surgical Complications","94.39","114.26","Below"
"2015","32.0","Olean General Hospital","66","1","Extreme Complications","90.71","101.75","Similar"
"2015","32.0","Olean General Hospital","66","2","Cardiovascular-Respiratory Complications","186.11","217.10","Similar"
"2015","32.0","Olean General Hospital","66","3","Gastrointestinal Complications","23.86","23.54","Similar"
"2015","32.0","Olean General Hospital","66","4","Perioperative Complications","34.10","56.10","Similar"
"2015","32.0","Olean General Hospital","66","5","Infectious Complications","65.93","69.55","Below"
"2015","32.0","Olean General Hospital","66","6","Malfunctions, Reactions, etc.","23.19","26.26","Similar"
"2015","32.0","Olean General Hospital","66","7","Obstetrical Complications","349.34","418.12","Below"
"2015","32.0","Olean General Hospital","66","8","Other Medical and Surgical Complications","131.38","136.54","Similar"
"2015","32.0","Oneida Healthcare","397","1","Extreme Complications","46.75","111.22","Similar"
"2015","32.0","Oneida Healthcare","397","2","Cardiovascular-Respiratory Complications","156.25","306.41","Above"
"2015","32.0","Oneida Healthcare","397","3","Gastrointestinal Complications","27.38","44.20","Similar"
"2015","32.0","Oneida Healthcare","397","4","Perioperative Complications","34.68","58.35","Similar"
"2015","32.0","Oneida Healthcare","397","5","Infectious Complications","83.46","129.70","Similar"
"2015","32.0","Oneida Healthcare","397","6","Malfunctions, Reactions, etc.","14.98","24.99","Similar"
"2015","32.0","Oneida Healthcare","397","7","Obstetrical Complications","608.52","582.98","Similar"
"2015","32.0","Oneida Healthcare","397","8","Other Medical and Surgical Complications","124.34","209.89","Above"
"2015","32.0","Orange Regional Medical Center","699","1","Extreme Complications","54.94","59.83","Below"
"2015","32.0","Orange Regional Medical Center","699","2","Cardiovascular-Respiratory Complications","136.85","142.78","Below"
"2015","32.0","Orange Regional Medical Center","699","3","Gastrointestinal Complications","30.65","27.60","Similar"
"2015","32.0","Orange Regional Medical Center","699","4","Perioperative Complications","18.52","22.97","Below"
"2015","32.0","Orange Regional Medical Center","699","5","Infectious Complications","97.93","90.09","Below"
"2015","32.0","Orange Regional Medical Center","699","6","Malfunctions, Reactions, etc.","24.69","23.20","Below"
"2015","32.0","Orange Regional Medical Center","699","7","Obstetrical Complications","363.16","418.02","Below"
"2015","32.0","Orange Regional Medical Center","699","8","Other Medical and Surgical Complications","131.86","122.77","Similar"
"2015","32.0","Oswego Hospital","727","1","Extreme Complications","37.68","46.36","Below"
"2015","32.0","Oswego Hospital","727","2","Cardiovascular-Respiratory Complications","154.14","169.27","Similar"
"2015","32.0","Oswego Hospital","727","3","Gastrointestinal Complications","18.96","16.71","Similar"
"2015","32.0","Oswego Hospital","727","4","Perioperative Complications","28.09","55.90","Similar"
"2015","32.0","Oswego Hospital","727","5","Infectious Complications","90.46","88.88","Similar"
"2015","32.0","Oswego Hospital","727","6","Malfunctions, Reactions, etc.","12.41","12.77","Similar"
"2015","32.0","Oswego Hospital","727","7","Obstetrical Complications","583.66","675.91","Similar"
"2015","32.0","Oswego Hospital","727","8","Other Medical and Surgical Complications","114.98","110.06","Similar"
"2015","32.0","Our Lady of Lourdes Memorial Hospital Inc","43","1","Extreme Complications","48.95","57.79","Below"
"2015","32.0","Our Lady of Lourdes Memorial Hospital Inc","43","2","Cardiovascular-Respiratory Complications","193.91","206.78","Similar"
"2015","32.0","Our Lady of Lourdes Memorial Hospital Inc","43","3","Gastrointestinal Complications","17.15","16.00","Below"
"2015","32.0","Our Lady of Lourdes Memorial Hospital Inc","43","4","Perioperative Complications","42.88","67.28","Similar"
"2015","32.0","Our Lady of Lourdes Memorial Hospital Inc","43","5","Infectious Complications","82.59","79.91","Below"
"2015","32.0","Our Lady of Lourdes Memorial Hospital Inc","43","6","Malfunctions, Reactions, etc.","35.42","35.30","Similar"
"2015","32.0","Our Lady of Lourdes Memorial Hospital Inc","43","7","Obstetrical Complications","442.73","567.80","Similar"
"2015","32.0","Our Lady of Lourdes Memorial Hospital Inc","43","8","Other Medical and Surgical Complications","101.16","91.82","Below"
"2015","32.0","Peconic Bay Medical Center","938","1","Extreme Complications","41.82","65.83","Similar"
"2015","32.0","Peconic Bay Medical Center","938","2","Cardiovascular-Respiratory Complications","184.06","221.26","Similar"
"2015","32.0","Peconic Bay Medical Center","938","3","Gastrointestinal Complications","27.65","31.77","Similar"
"2015","32.0","Peconic Bay Medical Center","938","4","Perioperative Complications","25.73","40.67","Similar"
"2015","32.0","Peconic Bay Medical Center","938","5","Infectious Complications","93.26","99.03","Similar"
"2015","32.0","Peconic Bay Medical Center","938","6","Malfunctions, Reactions, etc.","39.93","42.79","Similar"
"2015","32.0","Peconic Bay Medical Center","938","7","Obstetrical Complications","402.48","514.38","Similar"
"2015","32.0","Peconic Bay Medical Center","938","8","Other Medical and Surgical Complications","173.25","161.75","Similar"
"2015","32.0","Phelps Memorial Hospital Assn","1129","1","Extreme Complications","65.09","107.93","Similar"
"2015","32.0","Phelps Memorial Hospital Assn","1129","2","Cardiovascular-Respiratory Complications","138.62","192.36","Similar"
"2015","32.0","Phelps Memorial Hospital Assn","1129","3","Gastrointestinal Complications","22.90","29.49","Similar"
"2015","32.0","Phelps Memorial Hospital Assn","1129","4","Perioperative Complications","17.66","32.59","Similar"
"2015","32.0","Phelps Memorial Hospital Assn","1129","5","Infectious Complications","108.03","111.32","Similar"
"2015","32.0","Phelps Memorial Hospital Assn","1129","6","Malfunctions, Reactions, etc.","41.24","47.59","Similar"
"2015","32.0","Phelps Memorial Hospital Assn","1129","7","Obstetrical Complications","732.24","875.24","Above"
"2015","32.0","Phelps Memorial Hospital Assn","1129","8","Other Medical and Surgical Complications","95.97","111.23","Similar"
"2015","32.0","Plainview Hospital","552","1","Extreme Complications","65.22","56.68","Below"
"2015","32.0","Plainview Hospital","552","2","Cardiovascular-Respiratory Complications","287.81","237.33","Similar"
"2015","32.0","Plainview Hospital","552","3","Gastrointestinal Complications","52.08","39.18","Similar"
"2015","32.0","Plainview Hospital","552","4","Perioperative Complications","48.46","60.01","Similar"
"2015","32.0","Plainview Hospital","552","5","Infectious Complications","158.37","115.30","Similar"
"2015","32.0","Plainview Hospital","552","6","Malfunctions, Reactions, etc.","22.45","17.84","Below"
"2015","32.0","Plainview Hospital","552","8","Other Medical and Surgical Complications","361.99","257.65","Above"
"2015","32.0","Putnam Hospital Center","752","1","Extreme Complications","60.16","75.01","Similar"
"2015","32.0","Putnam Hospital Center","752","2","Cardiovascular-Respiratory Complications","232.04","259.65","Above"
"2015","32.0","Putnam Hospital Center","752","3","Gastrointestinal Complications","12.05","12.56","Below"
"2015","32.0","Putnam Hospital Center","752","4","Perioperative Complications","34.08","52.07","Similar"
"2015","32.0","Putnam Hospital Center","752","5","Infectious Complications","77.29","77.74","Below"
"2015","32.0","Putnam Hospital Center","752","6","Malfunctions, Reactions, etc.","25.54","28.08","Similar"
"2015","32.0","Putnam Hospital Center","752","7","Obstetrical Complications","685.28","968.31","Similar"
"2015","32.0","Putnam Hospital Center","752","8","Other Medical and Surgical Complications","179.89","176.30","Above"
"2015","32.0","Queens Hospital Center","1633","1","Extreme Complications","25.77","88.53","Similar"
"2015","32.0","Queens Hospital Center","1633","2","Cardiovascular-Respiratory Complications","64.00","179.20","Similar"
"2015","32.0","Queens Hospital Center","1633","3","Gastrointestinal Complications","7.65","16.92","Similar"
"2015","32.0","Queens Hospital Center","1633","4","Perioperative Complications","13.27","44.10","Similar"
"2015","32.0","Queens Hospital Center","1633","5","Infectious Complications","29.50","56.96","Below"
"2015","32.0","Queens Hospital Center","1633","6","Malfunctions, Reactions, etc.","15.93","33.47","Similar"
"2015","32.0","Queens Hospital Center","1633","7","Obstetrical Complications","263.84","248.55","Below"
"2015","32.0","Queens Hospital Center","1633","8","Other Medical and Surgical Complications","27.30","66.89","Below"
"2015","32.0","Richmond University Medical Center","1738","1","Extreme Complications","76.80","85.18","Similar"
"2015","32.0","Richmond University Medical Center","1738","2","Cardiovascular-Respiratory Complications","140.24","187.43","Similar"
"2015","32.0","Richmond University Medical Center","1738","3","Gastrointestinal Complications","20.73","21.84","Similar"
"2015","32.0","Richmond University Medical Center","1738","4","Perioperative Complications","45.51","75.75","Similar"
"2015","32.0","Richmond University Medical Center","1738","5","Infectious Complications","109.44","120.50","Similar"
"2015","32.0","Richmond University Medical Center","1738","6","Malfunctions, Reactions, etc.","48.29","56.79","Above"
"2015","32.0","Richmond University Medical Center","1738","7","Obstetrical Complications","506.10","590.49","Similar"
"2015","32.0","Richmond University Medical Center","1738","8","Other Medical and Surgical Complications","116.20","144.26","Similar"
"2015","32.0","River Hospital, Inc.","377","1","Extreme Complications","0.00","0.00","Below"
"2015","32.0","River Hospital, Inc.","377","2","Cardiovascular-Respiratory Complications","288.46","1061.32","Above"
"2015","32.0","River Hospital, Inc.","377","3","Gastrointestinal Complications","0.00","0.00","Below"
"2015","32.0","River Hospital, Inc.","377","4","Perioperative Complications","0.00","0.00","Below"
"2015","32.0","River Hospital, Inc.","377","5","Infectious Complications","96.15","299.83","Similar"
"2015","32.0","River Hospital, Inc.","377","6","Malfunctions, Reactions, etc.","0.00","0.00","Below"
"2015","32.0","River Hospital, Inc.","377","8","Other Medical and Surgical Complications","0.00","0.00","Below"
"2015","32.0","Rochester General Hospital","411","1","Extreme Complications","115.10","71.42","Below"
"2015","32.0","Rochester General Hospital","411","2","Cardiovascular-Respiratory Complications","344.19","214.71","Similar"
"2015","32.0","Rochester General Hospital","411","3","Gastrointestinal Complications","51.97","35.29","Similar"
"2015","32.0","Rochester General Hospital","411","4","Perioperative Complications","101.74","65.62","Similar"
"2015","32.0","Rochester General Hospital","411","5","Infectious Complications","184.35","136.02","Similar"
"2015","32.0","Rochester General Hospital","411","6","Malfunctions, Reactions, etc.","68.98","48.69","Above"
"2015","32.0","Rochester General Hospital","411","7","Obstetrical Complications","640.51","531.77","Below"
"2015","32.0","Rochester General Hospital","411","8","Other Medical and Surgical Complications","207.33","141.17","Similar"
"2015","32.0","Rome Memorial Hospital, Inc","589","1","Extreme Complications","69.22","118.58","Similar"
"2015","32.0","Rome Memorial Hospital, Inc","589","2","Cardiovascular-Respiratory Complications","155.17","235.58","Similar"
"2015","32.0","Rome Memorial Hospital, Inc","589","3","Gastrointestinal Complications","39.72","51.75","Similar"
"2015","32.0","Rome Memorial Hospital, Inc","589","4","Perioperative Complications","35.99","100.88","Similar"
"2015","32.0","Rome Memorial Hospital, Inc","589","5","Infectious Complications","74.63","91.87","Similar"
"2015","32.0","Rome Memorial Hospital, Inc","589","6","Malfunctions, Reactions, etc.","35.40","46.41","Similar"
"2015","32.0","Rome Memorial Hospital, Inc","589","7","Obstetrical Complications","780.67","658.20","Similar"
"2015","32.0","Rome Memorial Hospital, Inc","589","8","Other Medical and Surgical Complications","154.84","191.91","Above"
"2015","32.0","RUMC-Bayley Seton","1473","1","Extreme Complications","0.00","0.00","Below"
"2015","32.0","RUMC-Bayley Seton","1473","2","Cardiovascular-Respiratory Complications","13.33","389.45","Similar"
"2015","32.0","RUMC-Bayley Seton","1473","3","Gastrointestinal Complications","0.00","0.00","Below"
"2015","32.0","RUMC-Bayley Seton","1473","4","Perioperative Complications","0.00","0.00","Below"
"2015","32.0","RUMC-Bayley Seton","1473","5","Infectious Complications","13.12","58.55","Similar"
"2015","32.0","RUMC-Bayley Seton","1473","6","Malfunctions, Reactions, etc.","13.12","165.69","Similar"
"2015","32.0","RUMC-Bayley Seton","1473","8","Other Medical and Surgical Complications","26.25","302.97","Similar"
"2015","32.0","Samaritan Hospital","756","1","Extreme Complications","59.53","62.75","Similar"
"2015","32.0","Samaritan Hospital","756","2","Cardiovascular-Respiratory Complications","259.03","261.25","Above"
"2015","32.0","Samaritan Hospital","756","3","Gastrointestinal Complications","17.08","15.63","Below"
"2015","32.0","Samaritan Hospital","756","4","Perioperative Complications","33.59","46.05","Similar"
"2015","32.0","Samaritan Hospital","756","5","Infectious Complications","115.57","98.83","Similar"
"2015","32.0","Samaritan Hospital","756","6","Malfunctions, Reactions, etc.","22.00","21.58","Similar"
"2015","32.0","Samaritan Hospital","756","8","Other Medical and Surgical Complications","159.76","137.68","Similar"
"2015","32.0","Samaritan Medical Center","367","1","Extreme Complications","34.37","65.47","Similar"
"2015","32.0","Samaritan Medical Center","367","2","Cardiovascular-Respiratory Complications","111.55","181.72","Similar"
"2015","32.0","Samaritan Medical Center","367","3","Gastrointestinal Complications","26.22","40.29","Similar"
"2015","32.0","Samaritan Medical Center","367","4","Perioperative Complications","19.05","42.51","Similar"
"2015","32.0","Samaritan Medical Center","367","5","Infectious Complications","81.39","105.22","Similar"
"2015","32.0","Samaritan Medical Center","367","6","Malfunctions, Reactions, etc.","22.22","34.80","Similar"
"2015","32.0","Samaritan Medical Center","367","7","Obstetrical Complications","464.22","567.18","Similar"
"2015","32.0","Samaritan Medical Center","367","8","Other Medical and Surgical Complications","127.45","187.07","Above"
"2015","32.0","Saratoga Hospital","818","1","Extreme Complications","67.44","88.91","Similar"
"2015","32.0","Saratoga Hospital","818","2","Cardiovascular-Respiratory Complications","202.81","233.20","Similar"
"2015","32.0","Saratoga Hospital","818","3","Gastrointestinal Complications","31.27","34.15","Similar"
"2015","32.0","Saratoga Hospital","818","4","Perioperative Complications","28.06","35.43","Below"
"2015","32.0","Saratoga Hospital","818","5","Infectious Complications","118.66","124.46","Similar"
"2015","32.0","Saratoga Hospital","818","6","Malfunctions, Reactions, etc.","21.69","22.62","Similar"
"2015","32.0","Saratoga Hospital","818","7","Obstetrical Complications","398.23","507.94","Similar"
"2015","32.0","Saratoga Hospital","818","8","Other Medical and Surgical Complications","110.48","104.84","Below"
"2015","32.0","SBH Health System","1176","1","Extreme Complications","61.33","94.56","Similar"
"2015","32.0","SBH Health System","1176","2","Cardiovascular-Respiratory Complications","120.57","204.81","Similar"
"2015","32.0","SBH Health System","1176","3","Gastrointestinal Complications","33.99","46.15","Above"
"2015","32.0","SBH Health System","1176","4","Perioperative Complications","23.51","48.75","Similar"
"2015","32.0","SBH Health System","1176","5","Infectious Complications","114.70","156.54","Above"
"2015","32.0","SBH Health System","1176","6","Malfunctions, Reactions, etc.","26.29","39.52","Similar"
"2015","32.0","SBH Health System","1176","7","Obstetrical Complications","307.69","239.88","Below"
"2015","32.0","SBH Health System","1176","8","Other Medical and Surgical Complications","131.85","193.69","Above"
"2015","32.0","Sisters of Charity Hospital","218","1","Extreme Complications","61.39","82.01","Similar"
"2015","32.0","Sisters of Charity Hospital","218","2","Cardiovascular-Respiratory Complications","156.19","190.66","Similar"
"2015","32.0","Sisters of Charity Hospital","218","3","Gastrointestinal Complications","30.25","35.74","Similar"
"2015","32.0","Sisters of Charity Hospital","218","4","Perioperative Complications","67.07","55.25","Similar"
"2015","32.0","Sisters of Charity Hospital","218","5","Infectious Complications","118.25","137.99","Similar"
"2015","32.0","Sisters of Charity Hospital","218","6","Malfunctions, Reactions, etc.","29.39","31.67","Similar"
"2015","32.0","Sisters of Charity Hospital","218","7","Obstetrical Complications","979.87","940.51","Above"
"2015","32.0","Sisters of Charity Hospital","218","8","Other Medical and Surgical Complications","87.37","97.11","Below"
"2015","32.0","SJRH - Dobbs Ferry Pavillion","1124","1","Extreme Complications","11.03","96.66","Similar"
"2015","32.0","SJRH - Dobbs Ferry Pavillion","1124","2","Cardiovascular-Respiratory Complications","44.10","132.76","Similar"
"2015","32.0","SJRH - Dobbs Ferry Pavillion","1124","3","Gastrointestinal Complications","0.00","0.00","Below"
"2015","32.0","SJRH - Dobbs Ferry Pavillion","1124","4","Perioperative Complications","10.86","15.89","Similar"
"2015","32.0","SJRH - Dobbs Ferry Pavillion","1124","5","Infectious Complications","66.15","151.63","Similar"
"2015","32.0","SJRH - Dobbs Ferry Pavillion","1124","6","Malfunctions, Reactions, etc.","0.00","0.00","Below"
"2015","32.0","SJRH - Dobbs Ferry Pavillion","1124","8","Other Medical and Surgical Complications","88.20","164.36","Similar"
"2015","32.0","SJRH - Park Care Pavilion","1099","1","Extreme Complications","0.00","0.00","Below"
"2015","32.0","SJRH - Park Care Pavilion","1099","2","Cardiovascular-Respiratory Complications","17.91","244.02","Similar"
"2015","32.0","SJRH - Park Care Pavilion","1099","3","Gastrointestinal Complications","7.96","54.19","Similar"
"2015","32.0","SJRH - Park Care Pavilion","1099","4","Perioperative Complications","0.00",,"Below"
"2015","32.0","SJRH - Park Care Pavilion","1099","5","Infectious Complications","27.86","115.87","Similar"
"2015","32.0","SJRH - Park Care Pavilion","1099","6","Malfunctions, Reactions, etc.","0.00","0.00","Below"
"2015","32.0","SJRH - Park Care Pavilion","1099","8","Other Medical and Surgical Complications","0.00","0.00","Below"
"2015","32.0","SJRH - St Johns Division","1097","1","Extreme Complications","56.29","66.83","Similar"
"2015","32.0","SJRH - St Johns Division","1097","2","Cardiovascular-Respiratory Complications","146.67","174.50","Similar"
"2015","32.0","SJRH - St Johns Division","1097","3","Gastrointestinal Complications","22.31","22.61","Similar"
"2015","32.0","SJRH - St Johns Division","1097","4","Perioperative Complications","36.15","58.47","Similar"
"2015","32.0","SJRH - St Johns Division","1097","5","Infectious Complications","123.89","124.24","Similar"
"2015","32.0","SJRH - St Johns Division","1097","6","Malfunctions, Reactions, etc.","14.15","14.02","Below"
"2015","32.0","SJRH - St Johns Division","1097","7","Obstetrical Complications","275.23","415.11","Below"
"2015","32.0","SJRH - St Johns Division","1097","8","Other Medical and Surgical Complications","171.07","174.61","Above"
"2015","32.0","Soldiers and Sailors Memorial Hospital of Yates County Inc","1158","1","Extreme Complications","14.25","58.78","Similar"
"2015","32.0","Soldiers and Sailors Memorial Hospital of Yates County Inc","1158","2","Cardiovascular-Respiratory Complications","71.23","211.17","Similar"
