HCPCS_Cd,RBCS_Id,RBCS_Cat,RBCS_Cat_Desc,RBCS_Cat_Subcat,RBCS_Subcat_Desc,RBCS_FamNumb,RBCS_Family_Desc,RBCS_Major_Ind,HCPCS_Cd_Add_Dt,HCPCS_Cd_End_Dt,RBCS_Latest_Assignment,First_RBCS_Release_Year,RBCS_Analysis_Start_Dt,RBCS_Analysis_End_Dt,Alt_Assignment_Method ,RBCS_Id_Ever_Reassigned
L3221,DF003N,D,DME,DF,Orthotic Devices,3,Below Knee Orthotic,N,01/01/1984,12/31/9999,1,2024,01/01/2014,12/31/9999,0,1
L3224,DF003N,D,DME,DF,Orthotic Devices,3,Below Knee Orthotic,N,01/01/1995,12/31/9999,1,2024,01/01/2014,12/31/9999,0,1
L3225,DF003N,D,DME,DF,Orthotic Devices,3,Below Knee Orthotic,N,01/01/1995,12/31/9999,1,2024,01/01/2014,12/31/9999,0,1
L3230,DF003N,D,DME,DF,Orthotic Devices,3,Below Knee Orthotic,N,01/01/1984,12/31/9999,1,2024,01/01/2014,12/31/9999,0,1
L3250,DF003N,D,DME,DF,Orthotic Devices,3,Below Knee Orthotic,N,01/01/1984,12/31/9999,1,2024,01/01/2014,12/31/9999,0,1
L3252,DF003N,D,DME,DF,Orthotic Devices,3,Below Knee Orthotic,N,01/01/1984,12/31/9999,1,2024,01/01/2014,12/31/9999,0,1
L3253,DF003N,D,DME,DF,Orthotic Devices,3,Below Knee Orthotic,N,01/01/1984,12/31/9999,1,2024,01/01/2014,12/31/9999,0,1
L3254,DF003N,D,DME,DF,Orthotic Devices,3,Below Knee Orthotic,N,01/01/1984,12/31/9999,1,2021,01/01/2014,12/31/9999,0,0
L3255,DF003N,D,DME,DF,Orthotic Devices,3,Below Knee Orthotic,N,01/01/1984,12/31/9999,1,2021,01/01/2014,12/31/9999,0,0
L3257,DF003N,D,DME,DF,Orthotic Devices,3,Below Knee Orthotic,N,01/01/1988,12/31/9999,1,2024,01/01/2014,12/31/9999,0,1
L3260,DF003N,D,DME,DF,Orthotic Devices,3,Below Knee Orthotic,N,01/01/1984,12/31/9999,1,2024,01/01/2014,12/31/9999,0,1
L3265,DF003N,D,DME,DF,Orthotic Devices,3,Below Knee Orthotic,N,01/01/1984,12/31/9999,1,2024,01/01/2014,12/31/9999,0,1
L3300,DF003N,D,DME,DF,Orthotic Devices,3,Below Knee Orthotic,N,01/01/1986,12/31/9999,1,2024,01/01/2014,12/31/9999,0,1
L3310,DF003N,D,DME,DF,Orthotic Devices,3,Below Knee Orthotic,N,01/01/1986,12/31/9999,1,2024,01/01/2014,12/31/9999,0,1
L3320,DF003N,D,DME,DF,Orthotic Devices,3,Below Knee Orthotic,N,01/01/1986,12/31/9999,1,2024,01/01/2014,12/31/9999,0,1
L3330,DF003N,D,DME,DF,Orthotic Devices,3,Below Knee Orthotic,N,01/01/1986,12/31/9999,1,2024,01/01/2014,12/31/9999,0,1
L3332,DF003N,D,DME,DF,Orthotic Devices,3,Below Knee Orthotic,N,01/01/1986,12/31/9999,1,2024,01/01/2014,12/31/9999,0,1
L3334,DF003N,D,DME,DF,Orthotic Devices,3,Below Knee Orthotic,N,01/01/1986,12/31/9999,1,2024,01/01/2014,12/31/9999,0,1
L3340,DF003N,D,DME,DF,Orthotic Devices,3,Below Knee Orthotic,N,01/01/1982,12/31/9999,1,2024,01/01/2014,12/31/9999,0,1
L3350,DF003N,D,DME,DF,Orthotic Devices,3,Below Knee Orthotic,N,01/01/1982,12/31/9999,1,2024,01/01/2014,12/31/9999,0,1
L3360,DF003N,D,DME,DF,Orthotic Devices,3,Below Knee Orthotic,N,01/01/1984,12/31/9999,1,2024,01/01/2014,12/31/9999,0,1
L3370,DF003N,D,DME,DF,Orthotic Devices,3,Below Knee Orthotic,N,01/01/1984,12/31/9999,1,2024,01/01/2014,12/31/9999,0,1
L3380,DF003N,D,DME,DF,Orthotic Devices,3,Below Knee Orthotic,N,01/01/1982,12/31/9999,1,2024,01/01/2014,12/31/9999,0,1
L3390,DF003N,D,DME,DF,Orthotic Devices,3,Below Knee Orthotic,N,01/01/1982,12/31/9999,1,2024,01/01/2014,12/31/9999,0,1
L3400,DF003N,D,DME,DF,Orthotic Devices,3,Below Knee Orthotic,N,01/01/1984,12/31/9999,1,2024,01/01/2014,12/31/9999,0,1
L3410,DF003N,D,DME,DF,Orthotic Devices,3,Below Knee Orthotic,N,01/01/1984,12/31/9999,1,2024,01/01/2014,12/31/9999,0,1
L3420,DF003N,D,DME,DF,Orthotic Devices,3,Below Knee Orthotic,N,01/01/1984,12/31/9999,1,2024,01/01/2014,12/31/9999,0,1
L3430,DF003N,D,DME,DF,Orthotic Devices,3,Below Knee Orthotic,N,01/01/1985,12/31/9999,1,2024,01/01/2014,12/31/9999,0,1
L3440,DF003N,D,DME,DF,Orthotic Devices,3,Below Knee Orthotic,N,01/01/1984,12/31/9999,1,2024,01/01/2014,12/31/9999,0,1
L3450,DF003N,D,DME,DF,Orthotic Devices,3,Below Knee Orthotic,N,01/01/1984,12/31/9999,1,2024,01/01/2014,12/31/9999,0,1
L3455,DF003N,D,DME,DF,Orthotic Devices,3,Below Knee Orthotic,N,01/01/1984,12/31/9999,1,2024,01/01/2014,12/31/9999,0,1
L3460,DF003N,D,DME,DF,Orthotic Devices,3,Below Knee Orthotic,N,01/01/1984,12/31/9999,1,2024,01/01/2014,12/31/9999,0,1
L3465,DF003N,D,DME,DF,Orthotic Devices,3,Below Knee Orthotic,N,01/01/1984,12/31/9999,1,2024,01/01/2014,12/31/9999,0,1
L3470,DF003N,D,DME,DF,Orthotic Devices,3,Below Knee Orthotic,N,01/01/1984,12/31/9999,1,2024,01/01/2014,12/31/9999,0,1
L3480,DF003N,D,DME,DF,Orthotic Devices,3,Below Knee Orthotic,N,01/01/1984,12/31/9999,1,2024,01/01/2014,12/31/9999,0,1
L3485,DF003N,D,DME,DF,Orthotic Devices,3,Below Knee Orthotic,N,01/01/1984,12/31/9999,1,2024,01/01/2014,12/31/9999,0,1
L3500,DF003N,D,DME,DF,Orthotic Devices,3,Below Knee Orthotic,N,01/01/1986,12/31/9999,1,2024,01/01/2014,12/31/9999,0,1
L3510,DF003N,D,DME,DF,Orthotic Devices,3,Below Knee Orthotic,N,01/01/1986,12/31/9999,1,2024,01/01/2014,12/31/9999,0,1
L3520,DF003N,D,DME,DF,Orthotic Devices,3,Below Knee Orthotic,N,01/01/1986,12/31/9999,1,2024,01/01/2014,12/31/9999,0,1
L3530,DF003N,D,DME,DF,Orthotic Devices,3,Below Knee Orthotic,N,01/01/1986,12/31/9999,1,2024,01/01/2014,12/31/9999,0,1
L3540,DF003N,D,DME,DF,Orthotic Devices,3,Below Knee Orthotic,N,01/01/1986,12/31/9999,1,2024,01/01/2014,12/31/9999,0,1
L3550,DF003N,D,DME,DF,Orthotic Devices,3,Below Knee Orthotic,N,01/01/1986,12/31/9999,1,2024,01/01/2014,12/31/9999,0,1
L3560,DF003N,D,DME,DF,Orthotic Devices,3,Below Knee Orthotic,N,01/01/1986,12/31/9999,1,2024,01/01/2014,12/31/9999,0,1
L3570,DF003N,D,DME,DF,Orthotic Devices,3,Below Knee Orthotic,N,01/01/1986,12/31/9999,1,2024,01/01/2014,12/31/9999,0,1
L3580,DF003N,D,DME,DF,Orthotic Devices,3,Below Knee Orthotic,N,01/01/1986,12/31/9999,1,2024,01/01/2014,12/31/9999,0,1
L3590,DF003N,D,DME,DF,Orthotic Devices,3,Below Knee Orthotic,N,01/01/1986,12/31/9999,1,2024,01/01/2014,12/31/9999,0,1
L3595,DF003N,D,DME,DF,Orthotic Devices,3,Below Knee Orthotic,N,01/01/1986,12/31/9999,1,2024,01/01/2014,12/31/9999,0,1
L3600,DF003N,D,DME,DF,Orthotic Devices,3,Below Knee Orthotic,N,01/01/1986,12/31/9999,1,2024,01/01/2014,12/31/9999,0,1
L3610,DF003N,D,DME,DF,Orthotic Devices,3,Below Knee Orthotic,N,01/01/1986,12/31/9999,1,2024,01/01/2014,12/31/9999,0,1
L3620,DF003N,D,DME,DF,Orthotic Devices,3,Below Knee Orthotic,N,01/01/1986,12/31/9999,1,2024,01/01/2014,12/31/9999,0,1
L3630,DF003N,D,DME,DF,Orthotic Devices,3,Below Knee Orthotic,N,01/01/1986,12/31/9999,1,2024,01/01/2014,12/31/9999,0,1
L3640,DF003N,D,DME,DF,Orthotic Devices,3,Below Knee Orthotic,N,01/01/1986,12/31/9999,1,2024,01/01/2014,12/31/9999,0,1
L3649,DF003N,D,DME,DF,Orthotic Devices,3,Below Knee Orthotic,N,01/01/1982,12/31/9999,1,2024,01/01/2014,12/31/9999,0,1
L4050,DF003N,D,DME,DF,Orthotic Devices,3,Below Knee Orthotic,N,01/01/1985,12/31/9999,1,2024,01/01/2014,12/31/9999,0,1
L4055,DF003N,D,DME,DF,Orthotic Devices,3,Below Knee Orthotic,N,01/01/1988,12/31/9999,1,2024,01/01/2014,12/31/9999,0,1
L4090,DF003N,D,DME,DF,Orthotic Devices,3,Below Knee Orthotic,N,01/01/1985,12/31/9999,1,2024,01/01/2014,12/31/9999,0,1
L4110,DF003N,D,DME,DF,Orthotic Devices,3,Below Knee Orthotic,N,01/01/1985,12/31/9999,1,2024,01/01/2014,12/31/9999,0,1
L4130,DF003N,D,DME,DF,Orthotic Devices,3,Below Knee Orthotic,N,01/01/1984,12/31/9999,1,2024,01/01/2014,12/31/9999,0,1
L4350,DF003N,D,DME,DF,Orthotic Devices,3,Below Knee Orthotic,N,01/01/1989,12/31/9999,1,2024,01/01/2014,12/31/9999,0,1
L4360,DF003N,D,DME,DF,Orthotic Devices,3,Below Knee Orthotic,N,01/01/1989,12/31/9999,1,2021,01/01/2014,12/31/9999,0,1
L4361,DF003N,D,DME,DF,Orthotic Devices,3,Below Knee Orthotic,N,01/01/2014,12/31/9999,1,2021,01/01/2014,12/31/9999,0,1
L4386,DF003N,D,DME,DF,Orthotic Devices,3,Below Knee Orthotic,N,01/01/2003,12/31/9999,1,2024,01/01/2014,12/31/9999,0,1
L4387,DF003N,D,DME,DF,Orthotic Devices,3,Below Knee Orthotic,N,01/01/2014,12/31/9999,1,2024,01/01/2014,12/31/9999,0,1
L4394,DF003N,D,DME,DF,Orthotic Devices,3,Below Knee Orthotic,N,01/01/1997,12/31/9999,1,2024,01/01/2014,12/31/9999,0,1
L4396,DF003N,D,DME,DF,Orthotic Devices,3,Below Knee Orthotic,N,01/01/1997,12/31/9999,1,2024,01/01/2014,12/31/9999,0,1
L4397,DF003N,D,DME,DF,Orthotic Devices,3,Below Knee Orthotic,N,01/01/2014,12/31/9999,1,2024,01/01/2014,12/31/9999,0,1
L4398,DF003N,D,DME,DF,Orthotic Devices,3,Below Knee Orthotic,N,01/01/1997,12/31/9999,1,2024,01/01/2014,12/31/9999,0,1
L4631,DF003N,D,DME,DF,Orthotic Devices,3,Below Knee Orthotic,N,01/01/2011,12/31/9999,1,2024,01/01/2014,12/31/9999,0,1
L5000,DF003N,D,DME,DF,Orthotic Devices,3,Below Knee Orthotic,N,01/01/1982,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
L5010,DF003N,D,DME,DF,Orthotic Devices,3,Below Knee Orthotic,N,01/01/1982,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
L5020,DF003N,D,DME,DF,Orthotic Devices,3,Below Knee Orthotic,N,01/01/1982,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
L5050,DF003N,D,DME,DF,Orthotic Devices,3,Below Knee Orthotic,N,01/01/1985,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
L5060,DF003N,D,DME,DF,Orthotic Devices,3,Below Knee Orthotic,N,01/01/1985,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
L5100,DF003N,D,DME,DF,Orthotic Devices,3,Below Knee Orthotic,N,01/01/1982,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
L5105,DF003N,D,DME,DF,Orthotic Devices,3,Below Knee Orthotic,N,01/01/1989,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
L5150,DF003N,D,DME,DF,Orthotic Devices,3,Below Knee Orthotic,N,01/01/1982,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
L5160,DF003N,D,DME,DF,Orthotic Devices,3,Below Knee Orthotic,N,01/01/1982,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
L5301,DF003N,D,DME,DF,Orthotic Devices,3,Below Knee Orthotic,N,01/01/2002,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
L5400,DF003N,D,DME,DF,Orthotic Devices,3,Below Knee Orthotic,N,01/01/1982,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
L5410,DF003N,D,DME,DF,Orthotic Devices,3,Below Knee Orthotic,N,01/01/1986,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
L5450,DF003N,D,DME,DF,Orthotic Devices,3,Below Knee Orthotic,N,01/01/1982,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
L5500,DF003N,D,DME,DF,Orthotic Devices,3,Below Knee Orthotic,N,01/01/1986,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
L5510,DF003N,D,DME,DF,Orthotic Devices,3,Below Knee Orthotic,N,01/01/1986,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
L5520,DF003N,D,DME,DF,Orthotic Devices,3,Below Knee Orthotic,N,01/01/1986,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
L5530,DF003N,D,DME,DF,Orthotic Devices,3,Below Knee Orthotic,N,01/01/1986,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
L5535,DF003N,D,DME,DF,Orthotic Devices,3,Below Knee Orthotic,N,01/01/1989,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
L5540,DF003N,D,DME,DF,Orthotic Devices,3,Below Knee Orthotic,N,01/01/1986,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
L5620,DF003N,D,DME,DF,Orthotic Devices,3,Below Knee Orthotic,N,01/01/1986,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
L5629,DF003N,D,DME,DF,Orthotic Devices,3,Below Knee Orthotic,N,01/01/1989,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
L5637,DF003N,D,DME,DF,Orthotic Devices,3,Below Knee Orthotic,N,01/01/1989,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
L5638,DF003N,D,DME,DF,Orthotic Devices,3,Below Knee Orthotic,N,01/01/1986,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
L5639,DF003N,D,DME,DF,Orthotic Devices,3,Below Knee Orthotic,N,01/01/1989,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
L5645,DF003N,D,DME,DF,Orthotic Devices,3,Below Knee Orthotic,N,01/01/1988,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
L5646,DF003N,D,DME,DF,Orthotic Devices,3,Below Knee Orthotic,N,01/01/1986,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
L5647,DF003N,D,DME,DF,Orthotic Devices,3,Below Knee Orthotic,N,01/01/1988,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
L5655,DF003N,D,DME,DF,Orthotic Devices,3,Below Knee Orthotic,N,01/01/1986,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
L5665,DF003N,D,DME,DF,Orthotic Devices,3,Below Knee Orthotic,N,01/01/1988,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
L5666,DF003N,D,DME,DF,Orthotic Devices,3,Below Knee Orthotic,N,01/01/1986,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
L5668,DF003N,D,DME,DF,Orthotic Devices,3,Below Knee Orthotic,N,01/01/1986,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
L5670,DF003N,D,DME,DF,Orthotic Devices,3,Below Knee Orthotic,N,01/01/1986,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
L5671,DF003N,D,DME,DF,Orthotic Devices,3,Below Knee Orthotic,N,01/01/2002,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
L5672,DF003N,D,DME,DF,Orthotic Devices,3,Below Knee Orthotic,N,01/01/1986,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
L5673,DF003N,D,DME,DF,Orthotic Devices,3,Below Knee Orthotic,N,01/01/2004,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
L5676,DF003N,D,DME,DF,Orthotic Devices,3,Below Knee Orthotic,N,01/01/1986,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
L5677,DF003N,D,DME,DF,Orthotic Devices,3,Below Knee Orthotic,N,01/01/1988,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
L5678,DF003N,D,DME,DF,Orthotic Devices,3,Below Knee Orthotic,N,01/01/1984,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
L5679,DF003N,D,DME,DF,Orthotic Devices,3,Below Knee Orthotic,N,01/01/2004,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
L5680,DF003N,D,DME,DF,Orthotic Devices,3,Below Knee Orthotic,N,01/01/1986,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
L5681,DF003N,D,DME,DF,Orthotic Devices,3,Below Knee Orthotic,N,01/01/2004,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
L5682,DF003N,D,DME,DF,Orthotic Devices,3,Below Knee Orthotic,N,01/01/1986,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
L5683,DF003N,D,DME,DF,Orthotic Devices,3,Below Knee Orthotic,N,01/01/2004,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
L5684,DF003N,D,DME,DF,Orthotic Devices,3,Below Knee Orthotic,N,01/01/1986,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
L5685,DF003N,D,DME,DF,Orthotic Devices,3,Below Knee Orthotic,N,01/01/2005,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
L5686,DF003N,D,DME,DF,Orthotic Devices,3,Below Knee Orthotic,N,01/01/1986,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
L5688,DF003N,D,DME,DF,Orthotic Devices,3,Below Knee Orthotic,N,01/01/1986,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
L5690,DF003N,D,DME,DF,Orthotic Devices,3,Below Knee Orthotic,N,01/01/1986,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
L5700,DF003N,D,DME,DF,Orthotic Devices,3,Below Knee Orthotic,N,01/01/1994,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
L5703,DF003N,D,DME,DF,Orthotic Devices,3,Below Knee Orthotic,N,01/01/2006,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
L5704,DF003N,D,DME,DF,Orthotic Devices,3,Below Knee Orthotic,N,01/01/1994,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
L5710,DF003N,D,DME,DF,Orthotic Devices,3,Below Knee Orthotic,N,01/01/1986,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
L5711,DF003N,D,DME,DF,Orthotic Devices,3,Below Knee Orthotic,N,01/01/1988,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
L5712,DF003N,D,DME,DF,Orthotic Devices,3,Below Knee Orthotic,N,01/01/1986,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
L5714,DF003N,D,DME,DF,Orthotic Devices,3,Below Knee Orthotic,N,01/01/1986,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
L5716,DF003N,D,DME,DF,Orthotic Devices,3,Below Knee Orthotic,N,01/01/1986,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
L5718,DF003N,D,DME,DF,Orthotic Devices,3,Below Knee Orthotic,N,01/01/1986,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
L5722,DF003N,D,DME,DF,Orthotic Devices,3,Below Knee Orthotic,N,01/01/1986,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
L5724,DF003N,D,DME,DF,Orthotic Devices,3,Below Knee Orthotic,N,01/01/1986,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
L5726,DF003N,D,DME,DF,Orthotic Devices,3,Below Knee Orthotic,N,01/01/1986,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
L5728,DF003N,D,DME,DF,Orthotic Devices,3,Below Knee Orthotic,N,01/01/1986,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
L5780,DF003N,D,DME,DF,Orthotic Devices,3,Below Knee Orthotic,N,01/01/1986,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
L5785,DF003N,D,DME,DF,Orthotic Devices,3,Below Knee Orthotic,N,01/01/1988,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
L5810,DF003N,D,DME,DF,Orthotic Devices,3,Below Knee Orthotic,N,01/01/1988,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
L5811,DF003N,D,DME,DF,Orthotic Devices,3,Below Knee Orthotic,N,01/01/1988,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
L5812,DF003N,D,DME,DF,Orthotic Devices,3,Below Knee Orthotic,N,01/01/1988,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
L5814,DF003N,D,DME,DF,Orthotic Devices,3,Below Knee Orthotic,N,01/01/1997,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
L5816,DF003N,D,DME,DF,Orthotic Devices,3,Below Knee Orthotic,N,01/01/1988,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
L5818,DF003N,D,DME,DF,Orthotic Devices,3,Below Knee Orthotic,N,01/01/1988,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
L5822,DF003N,D,DME,DF,Orthotic Devices,3,Below Knee Orthotic,N,01/01/1988,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
L5824,DF003N,D,DME,DF,Orthotic Devices,3,Below Knee Orthotic,N,01/01/1988,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
L5826,DF003N,D,DME,DF,Orthotic Devices,3,Below Knee Orthotic,N,01/01/1998,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
L5828,DF003N,D,DME,DF,Orthotic Devices,3,Below Knee Orthotic,N,01/01/1988,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
L5830,DF003N,D,DME,DF,Orthotic Devices,3,Below Knee Orthotic,N,01/01/1988,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
L5840,DF003N,D,DME,DF,Orthotic Devices,3,Below Knee Orthotic,N,01/01/1994,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
L5845,DF003N,D,DME,DF,Orthotic Devices,3,Below Knee Orthotic,N,01/01/1996,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
L5848,DF003N,D,DME,DF,Orthotic Devices,3,Below Knee Orthotic,N,01/01/2003,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
L5856,DF003N,D,DME,DF,Orthotic Devices,3,Below Knee Orthotic,N,01/01/2005,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
L5857,DF003N,D,DME,DF,Orthotic Devices,3,Below Knee Orthotic,N,01/01/2005,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
L5858,DF003N,D,DME,DF,Orthotic Devices,3,Below Knee Orthotic,N,01/01/2006,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
L5859,DF003N,D,DME,DF,Orthotic Devices,3,Below Knee Orthotic,N,01/01/2013,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
L5910,DF003N,D,DME,DF,Orthotic Devices,3,Below Knee Orthotic,N,01/01/1988,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
L5930,DF003N,D,DME,DF,Orthotic Devices,3,Below Knee Orthotic,N,01/01/1996,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
L5940,DF003N,D,DME,DF,Orthotic Devices,3,Below Knee Orthotic,N,01/01/1988,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
L5962,DF003N,D,DME,DF,Orthotic Devices,3,Below Knee Orthotic,N,01/01/1994,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
L5968,DF003N,D,DME,DF,Orthotic Devices,3,Below Knee Orthotic,N,01/01/1999,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
L5970,DF003N,D,DME,DF,Orthotic Devices,3,Below Knee Orthotic,N,01/01/1989,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
L5971,DF003N,D,DME,DF,Orthotic Devices,3,Below Knee Orthotic,N,01/01/2006,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
L5972,DF003N,D,DME,DF,Orthotic Devices,3,Below Knee Orthotic,N,01/01/1989,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
L5973,DF003N,D,DME,DF,Orthotic Devices,3,Below Knee Orthotic,N,01/01/2010,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
L5974,DF003N,D,DME,DF,Orthotic Devices,3,Below Knee Orthotic,N,01/01/1989,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
L5975,DF003N,D,DME,DF,Orthotic Devices,3,Below Knee Orthotic,N,01/01/1999,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
L5976,DF003N,D,DME,DF,Orthotic Devices,3,Below Knee Orthotic,N,01/01/1989,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
L5978,DF003N,D,DME,DF,Orthotic Devices,3,Below Knee Orthotic,N,01/01/1989,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
L5979,DF003N,D,DME,DF,Orthotic Devices,3,Below Knee Orthotic,N,01/01/1994,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
L5980,DF003N,D,DME,DF,Orthotic Devices,3,Below Knee Orthotic,N,01/01/1989,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
L5981,DF003N,D,DME,DF,Orthotic Devices,3,Below Knee Orthotic,N,01/01/1994,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
L5987,DF003N,D,DME,DF,Orthotic Devices,3,Below Knee Orthotic,N,01/01/1997,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
L5991,DF003N,D,DME,DF,Orthotic Devices,3,Below Knee Orthotic,N,10/01/2023,12/31/9999,1,2024,10/01/2023,12/31/9999,0,0
L8400,DF003N,D,DME,DF,Orthotic Devices,3,Below Knee Orthotic,N,01/01/1982,12/31/9999,1,2024,01/01/2014,12/31/9999,0,1
L8420,DF003N,D,DME,DF,Orthotic Devices,3,Below Knee Orthotic,N,01/01/1982,12/31/9999,1,2022,01/01/2014,12/31/9999,0,1
L8440,DF003N,D,DME,DF,Orthotic Devices,3,Below Knee Orthotic,N,01/01/1982,12/31/9999,1,2024,01/01/2014,12/31/9999,0,1
L8470,DF003N,D,DME,DF,Orthotic Devices,3,Below Knee Orthotic,N,01/01/1982,12/31/9999,1,2024,01/01/2014,12/31/9999,0,1
L0625,DF007N,D,DME,DF,Orthotic Devices,7,Lumbar Sacral Orthosis Brace,N,01/01/2006,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
L0626,DF007N,D,DME,DF,Orthotic Devices,7,Lumbar Sacral Orthosis Brace,N,01/01/2006,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
L0627,DF007N,D,DME,DF,Orthotic Devices,7,Lumbar Sacral Orthosis Brace,N,01/01/2006,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
L0628,DF007N,D,DME,DF,Orthotic Devices,7,Lumbar Sacral Orthosis Brace,N,01/01/2006,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
L0629,DF007N,D,DME,DF,Orthotic Devices,7,Lumbar Sacral Orthosis Brace,N,01/01/2006,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
