report_number,event_type,date_of_event,date_received,manufacturer_name,facility_state,patient_outcomes,device_problems,product_code,brand_name,generic_name,hcpcs_code,hcpcs_desc,device_category,bridge_confidence
1314492-2020-01417,Malfunction,2020-03-17,2020-04-28,BAXTER HEALTHCARE CORPORATION,,,FRN,FRN,SPECTRUM INFUSION PUMP,INFUSION PUMP,C1753,"Cath, intravas ultrasound",ivus_catheter,medium
1314492-2020-01418,Malfunction,2020-04-16,2020-04-28,BAXTER HEALTHCARE CORPORATION,,,FRN,FRN,SPECTRUM INFUSION PUMP,INFUSION PUMP,C1751,"Cath, inf, per/cent/midline",central_venous_catheter,high
1314492-2020-01418,Malfunction,2020-04-16,2020-04-28,BAXTER HEALTHCARE CORPORATION,,,FRN,FRN,SPECTRUM INFUSION PUMP,INFUSION PUMP,C1753,"Cath, intravas ultrasound",ivus_catheter,medium
1314492-2020-01419,Malfunction,2020-03-27,2020-04-28,BAXTER HEALTHCARE CORPORATION,,,FRN,FRN,SPECTRUM INFUSION PUMP,INFUSION PUMP,C1751,"Cath, inf, per/cent/midline",central_venous_catheter,high
1314492-2020-01419,Malfunction,2020-03-27,2020-04-28,BAXTER HEALTHCARE CORPORATION,,,FRN,FRN,SPECTRUM INFUSION PUMP,INFUSION PUMP,C1753,"Cath, intravas ultrasound",ivus_catheter,medium
1314492-2020-01420,Malfunction,,2020-04-28,BAXTER HEALTHCARE CORPORATION,,,FRN,FRN,SPECTRUM INFUSION PUMP,INFUSION PUMP,C1751,"Cath, inf, per/cent/midline",central_venous_catheter,high
1314492-2020-01420,Malfunction,,2020-04-28,BAXTER HEALTHCARE CORPORATION,,,FRN,FRN,SPECTRUM INFUSION PUMP,INFUSION PUMP,C1753,"Cath, intravas ultrasound",ivus_catheter,medium
1314492-2020-01421,Malfunction,,2020-04-28,BAXTER HEALTHCARE CORPORATION,,,FRN,FRN,SPECTRUM INFUSION PUMP,INFUSION PUMP,C1751,"Cath, inf, per/cent/midline",central_venous_catheter,high
1314492-2020-01421,Malfunction,,2020-04-28,BAXTER HEALTHCARE CORPORATION,,,FRN,FRN,SPECTRUM INFUSION PUMP,INFUSION PUMP,C1753,"Cath, intravas ultrasound",ivus_catheter,medium
1314492-2020-01422,Malfunction,2020-04-05,2020-04-28,BAXTER HEALTHCARE CORPORATION,,,FRN,FRN,SPECTRUM INFUSION PUMP,INFUSION PUMP,C1751,"Cath, inf, per/cent/midline",central_venous_catheter,high
1314492-2020-01422,Malfunction,2020-04-05,2020-04-28,BAXTER HEALTHCARE CORPORATION,,,FRN,FRN,SPECTRUM INFUSION PUMP,INFUSION PUMP,C1753,"Cath, intravas ultrasound",ivus_catheter,medium
1314492-2020-01423,Malfunction,,2020-04-28,BAXTER HEALTHCARE CORPORATION,,,FRN,FRN,SPECTRUM IQ INFUSION PUMP,INFUSION PUMP,C1751,"Cath, inf, per/cent/midline",central_venous_catheter,high
1314492-2020-01423,Malfunction,,2020-04-28,BAXTER HEALTHCARE CORPORATION,,,FRN,FRN,SPECTRUM IQ INFUSION PUMP,INFUSION PUMP,C1753,"Cath, intravas ultrasound",ivus_catheter,medium
1314492-2020-01424,Malfunction,2020-04-02,2020-04-28,BAXTER HEALTHCARE CORPORATION,,,FRN,FRN,SPECTRUM INFUSION PUMP,INFUSION PUMP,C1751,"Cath, inf, per/cent/midline",central_venous_catheter,high
1314492-2020-01424,Malfunction,2020-04-02,2020-04-28,BAXTER HEALTHCARE CORPORATION,,,FRN,FRN,SPECTRUM INFUSION PUMP,INFUSION PUMP,C1753,"Cath, intravas ultrasound",ivus_catheter,medium
1314492-2020-01425,Malfunction,2020-04-06,2020-04-28,BAXTER HEALTHCARE CORPORATION,,,FRN,FRN,SPECTRUM INFUSION PUMP,INFUSION PUMP,C1751,"Cath, inf, per/cent/midline",central_venous_catheter,high
1314492-2020-01425,Malfunction,2020-04-06,2020-04-28,BAXTER HEALTHCARE CORPORATION,,,FRN,FRN,SPECTRUM INFUSION PUMP,INFUSION PUMP,C1753,"Cath, intravas ultrasound",ivus_catheter,medium
1314492-2020-01427,Malfunction,,2020-04-29,BAXTER HEALTHCARE CORPORATION,,,FRN,FRN,SPECTRUM INFUSION PUMP,INFUSION PUMP,C1751,"Cath, inf, per/cent/midline",central_venous_catheter,high
1314492-2020-01427,Malfunction,,2020-04-29,BAXTER HEALTHCARE CORPORATION,,,FRN,FRN,SPECTRUM INFUSION PUMP,INFUSION PUMP,C1753,"Cath, intravas ultrasound",ivus_catheter,medium
1416980-2020-02403,Malfunction,,2020-04-27,BAXTER HEALTHCARE CORPORATION,,,FRN,FRN,FLOGARD,"PUMP, INFUSION",C1751,"Cath, inf, per/cent/midline",central_venous_catheter,high
1416980-2020-02403,Malfunction,,2020-04-27,BAXTER HEALTHCARE CORPORATION,,,FRN,FRN,FLOGARD,"PUMP, INFUSION",C1753,"Cath, intravas ultrasound",ivus_catheter,medium
1416980-2020-02429,Malfunction,,2020-04-28,BAXTER HEALTHCARE CORPORATION,,,FRN,FRN,INTERMATE,"PUMP, INFUSION",C1751,"Cath, inf, per/cent/midline",central_venous_catheter,high
1416980-2020-02429,Malfunction,,2020-04-28,BAXTER HEALTHCARE CORPORATION,,,FRN,FRN,INTERMATE,"PUMP, INFUSION",C1753,"Cath, intravas ultrasound",ivus_catheter,medium
1627487-2020-04186,Injury,2019-12-23,2020-04-27,ST. JUDE MEDICAL - NEUROMODULATION,,,MHY,MHY,"8CH INFINITY DBS LEAD KIT, 40CM, 0.5, B",DBS LEAD,L8679,Imp neurosti pls gn any type,neurostim_implant,medium
1627487-2020-04186,Injury,2019-12-23,2020-04-27,ST. JUDE MEDICAL - NEUROMODULATION,,,MHY,MHY,"8CH INFINITY DBS LEAD KIT, 40CM, 0.5, B",DBS LEAD,L8680,Implt neurostim elctr each,neurostim_electrode,medium
1627487-2020-04187,Injury,2019-12-23,2020-04-27,ST. JUDE MEDICAL - NEUROMODULATION,,,MHY,MHY,"8CH INFINITY DBS FLEX EXTN KIT, 50CM, B",DBS EXTENSION,L8679,Imp neurosti pls gn any type,neurostim_implant,medium
1627487-2020-04187,Injury,2019-12-23,2020-04-27,ST. JUDE MEDICAL - NEUROMODULATION,,,MHY,MHY,"8CH INFINITY DBS FLEX EXTN KIT, 50CM, B",DBS EXTENSION,L8680,Implt neurostim elctr each,neurostim_electrode,medium
1627487-2020-04188,Injury,2019-12-23,2020-04-27,ST. JUDE MEDICAL - NEUROMODULATION,,,MHY,MHY,"8CH INFINITY DBS FLEX EXTN KIT, 50CM, B",DBS EXTENSION,L8679,Imp neurosti pls gn any type,neurostim_implant,medium
1627487-2020-04188,Injury,2019-12-23,2020-04-27,ST. JUDE MEDICAL - NEUROMODULATION,,,MHY,MHY,"8CH INFINITY DBS FLEX EXTN KIT, 50CM, B",DBS EXTENSION,L8680,Implt neurostim elctr each,neurostim_electrode,medium
1640201-2008-00005,Malfunction,,2008-02-14,INTERVASCULAR,,,DSY,DSY,INTERGARD SILVER VASCULAR GRAFT,,C1768,"Graft, vascular",,low
1640201-2008-00005,Malfunction,,2008-02-14,INTERVASCULAR,,,DSY,DSY,INTERGARD SILVER VASCULAR GRAFT,,C1880,Vena cava filter,ivc_filter,high
1722139-2020-00142,Malfunction,2020-03-30,2020-04-27,MOOG MEDICAL DEVICES GROUP,,,FRN,FRN,CURLIN 6000 CMS INFUSION PUMP,INFUSION PUMP,C1751,"Cath, inf, per/cent/midline",central_venous_catheter,high
1722139-2020-00142,Malfunction,2020-03-30,2020-04-27,MOOG MEDICAL DEVICES GROUP,,,FRN,FRN,CURLIN 6000 CMS INFUSION PUMP,INFUSION PUMP,C1753,"Cath, intravas ultrasound",ivus_catheter,medium
1722139-2020-00143,Malfunction,2020-03-30,2020-04-27,MOOG MEDICAL DEVICES GROUP,,,FRN,FRN,CURLIN 6000 CMS INFUSION PUMP,INFUSION PUMP,C1751,"Cath, inf, per/cent/midline",central_venous_catheter,high
1722139-2020-00143,Malfunction,2020-03-30,2020-04-27,MOOG MEDICAL DEVICES GROUP,,,FRN,FRN,CURLIN 6000 CMS INFUSION PUMP,INFUSION PUMP,C1753,"Cath, intravas ultrasound",ivus_catheter,medium
1722139-2020-00144,Malfunction,2020-03-30,2020-04-27,MOOG MEDICAL DEVICES GROUP,,,FRN,FRN,CURLIN 6000 CMS INFUSION PUMP,INFUSION PUMP,C1751,"Cath, inf, per/cent/midline",central_venous_catheter,high
1722139-2020-00144,Malfunction,2020-03-30,2020-04-27,MOOG MEDICAL DEVICES GROUP,,,FRN,FRN,CURLIN 6000 CMS INFUSION PUMP,INFUSION PUMP,C1753,"Cath, intravas ultrasound",ivus_catheter,medium
1722139-2020-00145,Malfunction,2020-03-30,2020-04-27,MOOG MEDICAL DEVICES GROUP,,,FRN,FRN,CURLIN 6000 CMS INFUSION PUMP,INFUSION PUMP,C1751,"Cath, inf, per/cent/midline",central_venous_catheter,high
1722139-2020-00145,Malfunction,2020-03-30,2020-04-27,MOOG MEDICAL DEVICES GROUP,,,FRN,FRN,CURLIN 6000 CMS INFUSION PUMP,INFUSION PUMP,C1753,"Cath, intravas ultrasound",ivus_catheter,medium
1722139-2020-00146,Malfunction,2020-03-30,2020-04-27,MOOG MEDICAL DEVICES GROUP,,,FRN,FRN,CURLIN 6000 CMS INFUSION PUMP,INFUSION PUMP,C1751,"Cath, inf, per/cent/midline",central_venous_catheter,high
1722139-2020-00146,Malfunction,2020-03-30,2020-04-27,MOOG MEDICAL DEVICES GROUP,,,FRN,FRN,CURLIN 6000 CMS INFUSION PUMP,INFUSION PUMP,C1753,"Cath, intravas ultrasound",ivus_catheter,medium
1722139-2020-00152,Malfunction,2020-04-02,2020-04-28,MOOG MEDICAL DEVICES GROUP,,,FRN,FRN,"NON-DEHP TUBING W/NON-VENT BAG  VENT 0.2 U FLTR,",INFUSION PUMP AND ACCESSORY SETS,C1751,"Cath, inf, per/cent/midline",central_venous_catheter,high
1722139-2020-00152,Malfunction,2020-04-02,2020-04-28,MOOG MEDICAL DEVICES GROUP,,,FRN,FRN,"NON-DEHP TUBING W/NON-VENT BAG  VENT 0.2 U FLTR,",INFUSION PUMP AND ACCESSORY SETS,C1753,"Cath, intravas ultrasound",ivus_catheter,medium
1722139-2020-00153,Malfunction,2020-04-02,2020-04-28,MOOG MEDICAL DEVICES GROUP,,,FRN,FRN,NON-DEHP MICROBORE TUBING  W/NON-VENTED BAG SPIK,INFUSION PUMP AND ACCESSORY SETS,C1751,"Cath, inf, per/cent/midline",central_venous_catheter,high
1722139-2020-00153,Malfunction,2020-04-02,2020-04-28,MOOG MEDICAL DEVICES GROUP,,,FRN,FRN,NON-DEHP MICROBORE TUBING  W/NON-VENTED BAG SPIK,INFUSION PUMP AND ACCESSORY SETS,C1753,"Cath, intravas ultrasound",ivus_catheter,medium
1820334-2020-00872,Injury,2020-04-10,2020-04-27,COOK INC,,,DQX,DQX,BENTSON STRAIGHT FIXED CORE WIRE GUIDE,"DQX WIRE, GUIDE, CATHETER",C1755,"Catheter, intraspinal",catheter_guidewire,medium
1820334-2020-00872,Injury,2020-04-10,2020-04-27,COOK INC,,,DQX,DQX,BENTSON STRAIGHT FIXED CORE WIRE GUIDE,"DQX WIRE, GUIDE, CATHETER",C1769,Guide wire,,medium
1920664-2008-00204,Malfunction,2008-01-17,2008-02-15,BAUSCH & LOMB,,,HQL,HQL,SILICONE ADVANCED OPTIC-VIOLET SHIELD,INTRAOCULAR LENS,V2630,Anter chamber intraocul lens,iol_anterior_chamber,high
1920664-2008-00204,Malfunction,2008-01-17,2008-02-15,BAUSCH & LOMB,,,HQL,HQL,SILICONE ADVANCED OPTIC-VIOLET SHIELD,INTRAOCULAR LENS,V2632,Post chmbr intraocular lens,iol_posterior_chamber,high
1920664-2008-00205,Malfunction,2008-01-17,2008-02-15,BAUSCH & LOMB,,,HQL,HQL,SILICONE ADVANCED OPTIC-VIOLET SHIELD,INTRAOCULAR LENS,V2630,Anter chamber intraocul lens,iol_anterior_chamber,high
1920664-2008-00205,Malfunction,2008-01-17,2008-02-15,BAUSCH & LOMB,,,HQL,HQL,SILICONE ADVANCED OPTIC-VIOLET SHIELD,INTRAOCULAR LENS,V2632,Post chmbr intraocular lens,iol_posterior_chamber,high
1920664-2008-00206,Malfunction,2008-01-15,2008-02-15,"BAUSCH & LOMB, INC.",,,HQL,HQL,SILICONE ADVANCED OPTIC-VIOLET SHIELD,INTRAOCULAR LENS,V2630,Anter chamber intraocul lens,iol_anterior_chamber,high
1920664-2008-00206,Malfunction,2008-01-15,2008-02-15,"BAUSCH & LOMB, INC.",,,HQL,HQL,SILICONE ADVANCED OPTIC-VIOLET SHIELD,INTRAOCULAR LENS,V2632,Post chmbr intraocular lens,iol_posterior_chamber,high
1920664-2008-00207,Malfunction,2008-01-18,2008-02-15,BAUSCH & LOMB,,,HQL,HQL,SILICONE ADVANCED OPTIC-VIOLET SHIELD,INTRAOCULAR LENS,V2630,Anter chamber intraocul lens,iol_anterior_chamber,high
1920664-2008-00207,Malfunction,2008-01-18,2008-02-15,BAUSCH & LOMB,,,HQL,HQL,SILICONE ADVANCED OPTIC-VIOLET SHIELD,INTRAOCULAR LENS,V2632,Post chmbr intraocular lens,iol_posterior_chamber,high
1920664-2008-00208,Malfunction,2008-01-17,2008-02-15,BAUSCH & LOMB,,,HQL,HQL,SILICONE ADVANCED OPTIC-VIOLET SHIELD,INTRAOCULAR LENS,V2630,Anter chamber intraocul lens,iol_anterior_chamber,high
1920664-2008-00208,Malfunction,2008-01-17,2008-02-15,BAUSCH & LOMB,,,HQL,HQL,SILICONE ADVANCED OPTIC-VIOLET SHIELD,INTRAOCULAR LENS,V2632,Post chmbr intraocular lens,iol_posterior_chamber,high
2016493-2020-00554,Malfunction,2020-01-31,2020-04-28,CAREFUSION,,,FRN,FRN,ALARIS® PUMP MODULE,"PUMP, INFUSION",C1751,"Cath, inf, per/cent/midline",central_venous_catheter,high
2016493-2020-00554,Malfunction,2020-01-31,2020-04-28,CAREFUSION,,,FRN,FRN,ALARIS® PUMP MODULE,"PUMP, INFUSION",C1753,"Cath, intravas ultrasound",ivus_catheter,medium
2016493-2020-00563,Malfunction,,2020-04-28,CAREFUSION,,,FRN,FRN,ALARIS®  PUMP MODULE,"PUMP, INFUSION",C1751,"Cath, inf, per/cent/midline",central_venous_catheter,high
2016493-2020-00563,Malfunction,,2020-04-28,CAREFUSION,,,FRN,FRN,ALARIS®  PUMP MODULE,"PUMP, INFUSION",C1753,"Cath, intravas ultrasound",ivus_catheter,medium
2016493-2020-00564,Malfunction,,2020-04-28,CAREFUSION,,,FRN,FRN,ALARIS®  PUMP MODULE,"PUMP, INFUSION",C1751,"Cath, inf, per/cent/midline",central_venous_catheter,high
2016493-2020-00564,Malfunction,,2020-04-28,CAREFUSION,,,FRN,FRN,ALARIS®  PUMP MODULE,"PUMP, INFUSION",C1753,"Cath, intravas ultrasound",ivus_catheter,medium
2016493-2020-00570,Malfunction,,2020-04-28,CAREFUSION,,,FRN,FRN,ALARIS® PUMP MODULE,"PUMP, INFUSION",C1751,"Cath, inf, per/cent/midline",central_venous_catheter,high
2016493-2020-00570,Malfunction,,2020-04-28,CAREFUSION,,,FRN,FRN,ALARIS® PUMP MODULE,"PUMP, INFUSION",C1753,"Cath, intravas ultrasound",ivus_catheter,medium
2016493-2020-00571,Malfunction,,2020-04-28,CAREFUSION,,,FRN,FRN,ALARIS® PUMP MODULE,"PUMP, INFUSION",C1751,"Cath, inf, per/cent/midline",central_venous_catheter,high
2016493-2020-00571,Malfunction,,2020-04-28,CAREFUSION,,,FRN,FRN,ALARIS® PUMP MODULE,"PUMP, INFUSION",C1753,"Cath, intravas ultrasound",ivus_catheter,medium
2016493-2020-00573,Malfunction,2020-04-01,2020-04-28,CAREFUSION SD,,,FRN,FRN,ALARIS PUMP MODULE,"PUMP, INFUSION",C1751,"Cath, inf, per/cent/midline",central_venous_catheter,high
2016493-2020-00573,Malfunction,2020-04-01,2020-04-28,CAREFUSION SD,,,FRN,FRN,ALARIS PUMP MODULE,"PUMP, INFUSION",C1753,"Cath, intravas ultrasound",ivus_catheter,medium
2016493-2020-00574,Malfunction,,2020-04-29,CAREFUSION,,,FRN,FRN,ALARIS® PUMP MODULE,INFUSION PUMP,C1751,"Cath, inf, per/cent/midline",central_venous_catheter,high
2016493-2020-00574,Malfunction,,2020-04-29,CAREFUSION,,,FRN,FRN,ALARIS® PUMP MODULE,INFUSION PUMP,C1753,"Cath, intravas ultrasound",ivus_catheter,medium
2016493-2020-00593,Malfunction,,2020-04-27,CAREFUSION,,,FRN,FRN,ALARIS PUMP MODULE,"PUMP, INFUSION",C1751,"Cath, inf, per/cent/midline",central_venous_catheter,high
2016493-2020-00593,Malfunction,,2020-04-27,CAREFUSION,,,FRN,FRN,ALARIS PUMP MODULE,"PUMP, INFUSION",C1753,"Cath, intravas ultrasound",ivus_catheter,medium
2016493-2020-00595,Malfunction,2020-02-06,2020-04-27,CAREFUSION SD,,,FRN,FRN,ALARIS PUMP MODULE,"PUMP, INFUSION",C1751,"Cath, inf, per/cent/midline",central_venous_catheter,high
2016493-2020-00595,Malfunction,2020-02-06,2020-04-27,CAREFUSION SD,,,FRN,FRN,ALARIS PUMP MODULE,"PUMP, INFUSION",C1753,"Cath, intravas ultrasound",ivus_catheter,medium
2016493-2020-00608,Malfunction,2020-04-03,2020-04-27,CAREFUSION,,,FRN,FRN,ALARIS PUMP MODULE,"PUMP, INFUSION",C1751,"Cath, inf, per/cent/midline",central_venous_catheter,high
2016493-2020-00608,Malfunction,2020-04-03,2020-04-27,CAREFUSION,,,FRN,FRN,ALARIS PUMP MODULE,"PUMP, INFUSION",C1753,"Cath, intravas ultrasound",ivus_catheter,medium
2016493-2020-00694,Malfunction,2020-04-03,2020-04-28,CAREFUSION SD,,,FRN,FRN,ALARIS PUMP MODULE,"PUMP, INFUSION",C1751,"Cath, inf, per/cent/midline",central_venous_catheter,high
2016493-2020-00694,Malfunction,2020-04-03,2020-04-28,CAREFUSION SD,,,FRN,FRN,ALARIS PUMP MODULE,"PUMP, INFUSION",C1753,"Cath, intravas ultrasound",ivus_catheter,medium
2016493-2020-00696,Malfunction,2020-04-03,2020-04-28,CAREFUSION SD,,,FRN,FRN,ALARIS PC UNIT,"PUMP, INFUSION",C1751,"Cath, inf, per/cent/midline",central_venous_catheter,high
2016493-2020-00696,Malfunction,2020-04-03,2020-04-28,CAREFUSION SD,,,FRN,FRN,ALARIS PC UNIT,"PUMP, INFUSION",C1753,"Cath, intravas ultrasound",ivus_catheter,medium
2017233-2008-00072,Injury,2007-09-25,2008-02-19,"W.L. GORE & ASSOCIATES, INC.",,,DSY,DSY,GORE TEX VASCULAR GRAFT (LINED),EPTFE VASCULAR PROSTHESIS,C1768,"Graft, vascular",,low
2017233-2008-00072,Injury,2007-09-25,2008-02-19,"W.L. GORE & ASSOCIATES, INC.",,,DSY,DSY,GORE TEX VASCULAR GRAFT (LINED),EPTFE VASCULAR PROSTHESIS,C1880,Vena cava filter,ivc_filter,high
2017233-2008-00076,Injury,2006-06-22,2008-02-19,"W.L. GORE & ASSOCIATES, INC.",,,DSY,DSY,THIN WALLED GORE-TEX STRETCH VASCULAR GRAFT,EPTFE VASCULAR PROSTHESIS,C1768,"Graft, vascular",,low
2017233-2008-00076,Injury,2006-06-22,2008-02-19,"W.L. GORE & ASSOCIATES, INC.",,,DSY,DSY,THIN WALLED GORE-TEX STRETCH VASCULAR GRAFT,EPTFE VASCULAR PROSTHESIS,C1880,Vena cava filter,ivc_filter,high
2017865-1997-00004,Injury,1996-08-19,1997-01-10,PACESETTER INC.,,,DTB,DTB,FAST-PASS ACE,PERMANENT PACEMAKER ELECTRODE,C1785,"Pmkr, dual, rate-resp",pacemaker_dual_chamber,high
2017865-1997-00004,Injury,1996-08-19,1997-01-10,PACESETTER INC.,,,DTB,DTB,FAST-PASS ACE,PERMANENT PACEMAKER ELECTRODE,C1786,"Pmkr, single, rate-resp",pacemaker_single_chamber,high
2017865-1997-00005,Injury,1996-05-03,1997-01-10,PACESETTER INC.,,,DTB,DTB,FAST-PASS ACE,PERMANENT PACEMAKER ELECTRODE,C1785,"Pmkr, dual, rate-resp",pacemaker_dual_chamber,high
2017865-1997-00005,Injury,1996-05-03,1997-01-10,PACESETTER INC.,,,DTB,DTB,FAST-PASS ACE,PERMANENT PACEMAKER ELECTRODE,C1786,"Pmkr, single, rate-resp",pacemaker_single_chamber,high
2017865-1997-00006,Injury,1996-07-02,1997-01-10,PACESETTER INC.,,,DTB,DTB,FAST-PASS ACE,PERMANENT PACEMAKER ELECTRODE,C1785,"Pmkr, dual, rate-resp",pacemaker_dual_chamber,high
2017865-1997-00006,Injury,1996-07-02,1997-01-10,PACESETTER INC.,,,DTB,DTB,FAST-PASS ACE,PERMANENT PACEMAKER ELECTRODE,C1786,"Pmkr, single, rate-resp",pacemaker_single_chamber,high
2017865-1997-00007,Malfunction,1996-09-20,1997-01-10,PACESETTER INC.,,,DTB,DTB,FAST-PASS ACE,PERMANENT PACEMAKER ELECTRODE,C1785,"Pmkr, dual, rate-resp",pacemaker_dual_chamber,high
2017865-1997-00007,Malfunction,1996-09-20,1997-01-10,PACESETTER INC.,,,DTB,DTB,FAST-PASS ACE,PERMANENT PACEMAKER ELECTRODE,C1786,"Pmkr, single, rate-resp",pacemaker_single_chamber,high
2017865-1997-00008,Injury,1989-08-05,1997-01-10,PACESETTER INC.,,,DTB,DTB,FAST-PASS ACE,PERMANENT PACEMAKER ELECTRODE,C1785,"Pmkr, dual, rate-resp",pacemaker_dual_chamber,high
2017865-1997-00008,Injury,1989-08-05,1997-01-10,PACESETTER INC.,,,DTB,DTB,FAST-PASS ACE,PERMANENT PACEMAKER ELECTRODE,C1786,"Pmkr, single, rate-resp",pacemaker_single_chamber,high
2017865-1997-00009,Injury,1996-02-12,1997-01-10,PACESETTER INC.,,,DTB,DTB,FAST-PASS ACE,PERMANENT PACEMAKER ELECTRODE,C1785,"Pmkr, dual, rate-resp",pacemaker_dual_chamber,high
2017865-1997-00009,Injury,1996-02-12,1997-01-10,PACESETTER INC.,,,DTB,DTB,FAST-PASS ACE,PERMANENT PACEMAKER ELECTRODE,C1786,"Pmkr, single, rate-resp",pacemaker_single_chamber,high
2017865-1997-00010,Injury,1995-08-17,1997-01-10,PACESETTER INC.,,,DTB,DTB,FAST-PASS ACE,PERMANENT PACEMAKER ELECTRODE,C1785,"Pmkr, dual, rate-resp",pacemaker_dual_chamber,high
2017865-1997-00010,Injury,1995-08-17,1997-01-10,PACESETTER INC.,,,DTB,DTB,FAST-PASS ACE,PERMANENT PACEMAKER ELECTRODE,C1786,"Pmkr, single, rate-resp",pacemaker_single_chamber,high
2017865-1997-00011,Malfunction,1996-09-25,1997-01-10,PACESETTER INC.,,,DTB,DTB,FAST-PASS ACE,PERMANENT PACEMAKER ELECTRODE,C1785,"Pmkr, dual, rate-resp",pacemaker_dual_chamber,high
2017865-1997-00011,Malfunction,1996-09-25,1997-01-10,PACESETTER INC.,,,DTB,DTB,FAST-PASS ACE,PERMANENT PACEMAKER ELECTRODE,C1786,"Pmkr, single, rate-resp",pacemaker_single_chamber,high
2017865-1997-00012,Injury,1996-08-05,1997-01-10,PACESETTER INC.,,,DTB,DTB,FAST-PASS ACE,PERMANENT PACEMAKER ELECTRODE,C1785,"Pmkr, dual, rate-resp",pacemaker_dual_chamber,high
2017865-1997-00012,Injury,1996-08-05,1997-01-10,PACESETTER INC.,,,DTB,DTB,FAST-PASS ACE,PERMANENT PACEMAKER ELECTRODE,C1786,"Pmkr, single, rate-resp",pacemaker_single_chamber,high
2017865-1997-00013,Injury,1996-09-10,1997-01-10,PACESETTER INC.,,,DTB,DTB,FAST-PASS ACE,PERMANENT PACEMAKER ELECTRODE,C1785,"Pmkr, dual, rate-resp",pacemaker_dual_chamber,high
2017865-1997-00013,Injury,1996-09-10,1997-01-10,PACESETTER INC.,,,DTB,DTB,FAST-PASS ACE,PERMANENT PACEMAKER ELECTRODE,C1786,"Pmkr, single, rate-resp",pacemaker_single_chamber,high
2017865-1997-00014,Injury,1996-08-05,1997-01-10,PACESETTER INC.,,,DTB,DTB,UNIPOLAR VENTRICULAR ENDOCARDIAL LEAD,PERMANENT PACEMAKER ELECTRODE,C1785,"Pmkr, dual, rate-resp",pacemaker_dual_chamber,high
2017865-1997-00014,Injury,1996-08-05,1997-01-10,PACESETTER INC.,,,DTB,DTB,UNIPOLAR VENTRICULAR ENDOCARDIAL LEAD,PERMANENT PACEMAKER ELECTRODE,C1786,"Pmkr, single, rate-resp",pacemaker_single_chamber,high
2017865-1997-00015,Injury,1989-08-05,1997-01-10,PACESETTER INC.,,,DTB,DTB,HIGH PERFORMANCE ACE,PERMANENT PACEMAKER ELECTRODE,C1785,"Pmkr, dual, rate-resp",pacemaker_dual_chamber,high
2017865-1997-00015,Injury,1989-08-05,1997-01-10,PACESETTER INC.,,,DTB,DTB,HIGH PERFORMANCE ACE,PERMANENT PACEMAKER ELECTRODE,C1786,"Pmkr, single, rate-resp",pacemaker_single_chamber,high
2017865-1997-00016,Injury,1996-07-31,1997-01-10,PACESETTER INC.,,,DTB,DTB,HIGH PERFORMANCE ACE,PERMANENT PACEMAKER ELECTRODE,C1785,"Pmkr, dual, rate-resp",pacemaker_dual_chamber,high
2017865-1997-00016,Injury,1996-07-31,1997-01-10,PACESETTER INC.,,,DTB,DTB,HIGH PERFORMANCE ACE,PERMANENT PACEMAKER ELECTRODE,C1786,"Pmkr, single, rate-resp",pacemaker_single_chamber,high
2017865-1997-00017,Injury,1995-09-28,1997-01-10,PACESETTER INC.,,,DTB,DTB,HIGH PERFORMANCE ACE,PERMANENT PACEMAKER ELECTRODE,C1785,"Pmkr, dual, rate-resp",pacemaker_dual_chamber,high
2017865-1997-00017,Injury,1995-09-28,1997-01-10,PACESETTER INC.,,,DTB,DTB,HIGH PERFORMANCE ACE,PERMANENT PACEMAKER ELECTRODE,C1786,"Pmkr, single, rate-resp",pacemaker_single_chamber,high
2017865-1997-00018,Injury,1996-02-12,1997-01-10,PACESETTER INC.,,,DTB,DTB,HIGH PERFORMANCE ACE,PERMANENT PACEMAKER ELECTRODE,C1785,"Pmkr, dual, rate-resp",pacemaker_dual_chamber,high
2017865-1997-00018,Injury,1996-02-12,1997-01-10,PACESETTER INC.,,,DTB,DTB,HIGH PERFORMANCE ACE,PERMANENT PACEMAKER ELECTRODE,C1786,"Pmkr, single, rate-resp",pacemaker_single_chamber,high
2017865-1997-00019,Injury,1996-08-14,1997-01-10,PACESETTER INC.,,,DTB,DTB,HIGH PERFORMANCE ACE,PERMANENT PACEMAKER ELECTRODE,C1785,"Pmkr, dual, rate-resp",pacemaker_dual_chamber,high
2017865-1997-00019,Injury,1996-08-14,1997-01-10,PACESETTER INC.,,,DTB,DTB,HIGH PERFORMANCE ACE,PERMANENT PACEMAKER ELECTRODE,C1786,"Pmkr, single, rate-resp",pacemaker_single_chamber,high
2017865-1997-00020,Malfunction,1995-11-14,1997-01-10,PACESETTER INC.,,,DTB,DTB,HIGH PERFORMANCE ACE,PERMANENT PACEMAKER ELECTRODE,C1785,"Pmkr, dual, rate-resp",pacemaker_dual_chamber,high
2017865-1997-00020,Malfunction,1995-11-14,1997-01-10,PACESETTER INC.,,,DTB,DTB,HIGH PERFORMANCE ACE,PERMANENT PACEMAKER ELECTRODE,C1786,"Pmkr, single, rate-resp",pacemaker_single_chamber,high
2017865-1997-00021,Injury,1993-07-23,1997-01-10,PACESETTER INC.,,,DTB,DTB,FAST-PASS,PERMANENT PACEMAKER ELECTRODE,C1785,"Pmkr, dual, rate-resp",pacemaker_dual_chamber,high
