report_number,date_of_event,event_type,manufacturer_name,facility_state,patient_outcomes,product_code,brand_name,hcpcs_code,hcpcs_desc,device_category,bridge_confidence,n_cms_hosp_in_state,n_cms_measures_in_state
2649622-2020-08344,,Injury,MPRI,,,LWS,SPRINT QUATTRO SECURE S MRI SURESCAN,C1887,"Catheter, guiding",ep_catheter_guiding,medium,0,0
3012307300-2020-03417,,Malfunction,"SMITHS MEDICAL ASD, INC.",,,FRN,MEDFUSION,C1753,"Cath, intravas ultrasound",ivus_catheter,medium,0,0
3004209178-2020-07792,,Injury,MEDTRONIC MED REL MEDTRONIC PUERTO RICO,,,MHY,ACTIVA,L8680,Implt neurostim elctr each,neurostim_electrode,medium,0,0
3004209178-2020-07792,,Injury,MEDTRONIC MED REL MEDTRONIC PUERTO RICO,,,MHY,ACTIVA,L8679,Imp neurosti pls gn any type,neurostim_implant,medium,0,0
3012307300-2020-03420,,Malfunction,ST PAUL,,,FRN,CADD,C1751,"Cath, inf, per/cent/midline",central_venous_catheter,high,0,0
3012307300-2020-03417,,Malfunction,"SMITHS MEDICAL ASD, INC.",,,FRN,MEDFUSION,C1751,"Cath, inf, per/cent/midline",central_venous_catheter,high,0,0
3012307300-2020-03420,,Malfunction,ST PAUL,,,FRN,CADD,C1753,"Cath, intravas ultrasound",ivus_catheter,medium,0,0
3012307300-2020-03419,,Malfunction,"SMITHS MEDICAL ASD, INC.",,,FRN,MEDFUSION,C1751,"Cath, inf, per/cent/midline",central_venous_catheter,high,0,0
3012307300-2020-03419,,Malfunction,"SMITHS MEDICAL ASD, INC.",,,FRN,MEDFUSION,C1753,"Cath, intravas ultrasound",ivus_catheter,medium,0,0
3012307300-2020-03418,,Malfunction,"SMITHS MEDICAL ASD, INC.",,,FRN,MEDFUSION,C1751,"Cath, inf, per/cent/midline",central_venous_catheter,high,0,0
3012307300-2020-03418,,Malfunction,"SMITHS MEDICAL ASD, INC.",,,FRN,MEDFUSION,C1753,"Cath, intravas ultrasound",ivus_catheter,medium,0,0
3012307300-2020-03467,,Malfunction,"SMITHS MEDICAL ASD, INC.",,,FRN,CADD SOLIS VIP PUMP,C1753,"Cath, intravas ultrasound",ivus_catheter,medium,0,0
2016493-2020-00593,,Malfunction,CAREFUSION,,,FRN,ALARIS PUMP MODULE,C1751,"Cath, inf, per/cent/midline",central_venous_catheter,high,0,0
2531779-2020-00110,,Malfunction,ANIMAS LLC,,,LZG,ONETOUCHPING GLUCOSEMGMTSYSTEM,E0784,Ext amb infusn pump insulin,insulin_pump,high,0,0
3012307300-2020-03466,,Malfunction,"SMITHS MEDICAL ASD, INC.",,,FRN,CADD,C1751,"Cath, inf, per/cent/midline",central_venous_catheter,high,0,0
3012307300-2020-03466,,Malfunction,"SMITHS MEDICAL ASD, INC.",,,FRN,CADD,C1753,"Cath, intravas ultrasound",ivus_catheter,medium,0,0
2648035-2020-00392,,Malfunction,"JOHNSON & JOHNSON SURGICAL VISION, INC.",,,HQL,SENSAR,V2630,Anter chamber intraocul lens,iol_anterior_chamber,high,0,0
2648035-2020-00392,,Malfunction,"JOHNSON & JOHNSON SURGICAL VISION, INC.",,,HQL,SENSAR,V2632,Post chmbr intraocular lens,iol_posterior_chamber,high,0,0
1314492-2020-01420,,Malfunction,BAXTER HEALTHCARE CORPORATION,,,FRN,SPECTRUM INFUSION PUMP,C1751,"Cath, inf, per/cent/midline",central_venous_catheter,high,0,0
1314492-2020-01420,,Malfunction,BAXTER HEALTHCARE CORPORATION,,,FRN,SPECTRUM INFUSION PUMP,C1753,"Cath, intravas ultrasound",ivus_catheter,medium,0,0
2016493-2020-00593,,Malfunction,CAREFUSION,,,FRN,ALARIS PUMP MODULE,C1753,"Cath, intravas ultrasound",ivus_catheter,medium,0,0
3012307300-2020-03388,,Malfunction,ST PAUL,,,FRN,CADD,C1751,"Cath, inf, per/cent/midline",central_venous_catheter,high,0,0
2016493-2020-00571,,Malfunction,CAREFUSION,,,FRN,ALARIS® PUMP MODULE,C1751,"Cath, inf, per/cent/midline",central_venous_catheter,high,0,0
1314492-2020-01397,,Malfunction,BAXTER HEALTHCARE CORPORATION,,,FRN,SPECTRUM INFUSION PUMP,C1753,"Cath, intravas ultrasound",ivus_catheter,medium,0,0
1314492-2020-01397,,Malfunction,BAXTER HEALTHCARE CORPORATION,,,FRN,SPECTRUM INFUSION PUMP,C1751,"Cath, inf, per/cent/midline",central_venous_catheter,high,0,0
3012307300-2020-03388,,Malfunction,ST PAUL,,,FRN,CADD,C1753,"Cath, intravas ultrasound",ivus_catheter,medium,0,0
3004753838-2020-039408,2020-04-28,Malfunction,"DEXCOM, INC.",,,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,K0554,Ther cgm receiver/monitor,cgm_receiver,medium,0,0
3004753838-2020-039408,2020-04-28,Malfunction,"DEXCOM, INC.",,,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,K0553,Ther cgm supply allowance,cgm_supply,medium,0,0
3004753838-2020-039224,2020-04-27,Malfunction,"DEXCOM, INC.",,,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,K0554,Ther cgm receiver/monitor,cgm_receiver,medium,0,0
3004753838-2020-039224,2020-04-27,Malfunction,"DEXCOM, INC.",,,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,K0553,Ther cgm supply allowance,cgm_supply,medium,0,0
3004464228-2020-06003,2020-04-27,Malfunction,INSULET CORPORATION,,,LZG,OMNIPOD INSULIN MANAGEMENT SYSTEM,E0784,Ext amb infusn pump insulin,insulin_pump,high,0,0
3004753838-2020-039738,2020-04-27,Malfunction,"DEXCOM, INC.",,,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,K0554,Ther cgm receiver/monitor,cgm_receiver,medium,0,0
3004753838-2020-039738,2020-04-27,Malfunction,"DEXCOM, INC.",,,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,K0553,Ther cgm supply allowance,cgm_supply,medium,0,0
2649622-2020-08411,2020-04-27,Malfunction,MPRI,,,LWS,SPRINT QUATTRO SECURE S MRI SURESCAN,C1721,"Aicd, dual chamber",icd_dual_chamber,high,0,0
2649622-2020-08411,2020-04-27,Malfunction,MPRI,,,LWS,SPRINT QUATTRO SECURE S MRI SURESCAN,C1722,"Aicd, single chamber",icd_single_chamber,high,0,0
2649622-2020-08411,2020-04-27,Malfunction,MPRI,,,LWS,SPRINT QUATTRO SECURE S MRI SURESCAN,C1887,"Catheter, guiding",ep_catheter_guiding,medium,0,0
2017865-2020-05509,2020-04-27,Malfunction,"ST. JUDE MEDICAL, INC.(CRM-SYLMAR)",,,NVY,"DURATA STS OPTIM ACTIVE FIXATION, DF-4 CONNECTOR",C1779,"Lead, pmkr, transvenous vdd",pacemaker_lead_vdd,high,0,0
1028232-2020-01870,2020-04-27,Malfunction,BIOTRONIK SE & CO. KG,,,NVY,LINOX SD 65/16,C1779,"Lead, pmkr, transvenous vdd",pacemaker_lead_vdd,high,0,0
1028232-2020-01873,2020-04-27,Injury,BIOTRONIK SE & CO. KG,,,NVY,PLEXA S 60,C1779,"Lead, pmkr, transvenous vdd",pacemaker_lead_vdd,high,0,0
3004753838-2020-039426,2020-04-27,Malfunction,"DEXCOM, INC.",,,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,K0553,Ther cgm supply allowance,cgm_supply,medium,0,0
3004753838-2020-039426,2020-04-27,Malfunction,"DEXCOM, INC.",,,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,K0554,Ther cgm receiver/monitor,cgm_receiver,medium,0,0
3004753838-2020-039439,2020-04-27,Malfunction,"DEXCOM, INC.",,,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,K0553,Ther cgm supply allowance,cgm_supply,medium,0,0
3004753838-2020-039439,2020-04-27,Malfunction,"DEXCOM, INC.",,,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,K0554,Ther cgm receiver/monitor,cgm_receiver,medium,0,0
3011393376-2020-01563,2020-04-27,Malfunction,"ROCHE DIABETES CARE, INC.",,,LZG,ACCU-CHEK ® SPIRIT COMBO,E0784,Ext amb infusn pump insulin,insulin_pump,high,0,0
3011393376-2020-01551,2020-04-27,Malfunction,"ROCHE DIABETES CARE, INC.",,,LZG,ACCU-CHEK  SPIRIT COMBO,E0784,Ext amb infusn pump insulin,insulin_pump,high,0,0
3011393376-2020-01553,2020-04-27,Malfunction,"ROCHE DIABETES CARE, INC.",,,LZG,ACCU-CHEK  SPIRIT COMBO,E0784,Ext amb infusn pump insulin,insulin_pump,high,0,0
3004753838-2020-039231,2020-04-26,Malfunction,"DEXCOM, INC.",,,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,K0554,Ther cgm receiver/monitor,cgm_receiver,medium,0,0
3004753838-2020-039231,2020-04-26,Malfunction,"DEXCOM, INC.",,,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,K0553,Ther cgm supply allowance,cgm_supply,medium,0,0
3004753838-2020-039237,2020-04-25,Malfunction,"DEXCOM, INC.",,,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,K0554,Ther cgm receiver/monitor,cgm_receiver,medium,0,0
3004753838-2020-039732,2020-04-25,Malfunction,"DEXCOM, INC.",,,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,K0553,Ther cgm supply allowance,cgm_supply,medium,0,0
3011393376-2020-01529,2020-04-25,Malfunction,"ROCHE DIABETES CARE, INC.",,,LZG,ACCU-CHEK  SPIRIT COMBO,E0784,Ext amb infusn pump insulin,insulin_pump,high,0,0
3004753838-2020-039542,2020-04-25,Malfunction,"DEXCOM, INC.",,,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,K0553,Ther cgm supply allowance,cgm_supply,medium,0,0
3011393376-2020-01554,2020-04-25,Malfunction,"ROCHE DIABETES CARE, INC.",,,LZG,ACCU-CHEK ® SPIRIT COMBO,E0784,Ext amb infusn pump insulin,insulin_pump,high,0,0
3004753838-2020-039542,2020-04-25,Malfunction,"DEXCOM, INC.",,,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,K0554,Ther cgm receiver/monitor,cgm_receiver,medium,0,0
3004753838-2020-039732,2020-04-25,Malfunction,"DEXCOM, INC.",,,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,K0554,Ther cgm receiver/monitor,cgm_receiver,medium,0,0
3004753838-2020-039237,2020-04-25,Malfunction,"DEXCOM, INC.",,,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,K0553,Ther cgm supply allowance,cgm_supply,medium,0,0
3004464228-2020-05994,2020-04-24,Malfunction,INSULET CORPORATION,,,LZG,OMNIPOD DASH¿ INSULIN MANAGEMENT SYSTEM,E0784,Ext amb infusn pump insulin,insulin_pump,high,0,0
3004753838-2020-039735,2020-04-24,Malfunction,"DEXCOM, INC.",,,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,K0554,Ther cgm receiver/monitor,cgm_receiver,medium,0,0
2032227-2020-111179,2020-04-24,Malfunction,MEDTRONIC PUERTO RICO OPERATIONS CO.,,,LZG,MMT-715 PARADIGM INSULIN PUMP,E0784,Ext amb infusn pump insulin,insulin_pump,high,0,0
3004753838-2020-039004,2020-04-24,Malfunction,"DEXCOM, INC.",,,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,K0553,Ther cgm supply allowance,cgm_supply,medium,0,0
3004753838-2020-039220,2020-04-24,Malfunction,"DEXCOM, INC.",,,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,K0554,Ther cgm receiver/monitor,cgm_receiver,medium,0,0
2032227-2020-111133,2020-04-24,Malfunction,MEDTRONIC PUERTO RICO OPERATIONS CO.,,,FRN,RESERVOIR 3ML MMT-332A,C1751,"Cath, inf, per/cent/midline",central_venous_catheter,high,0,0
9612164-2020-01696,2020-04-24,Injury,MEDTRONIC IRELAND,,,NIQ,RESOLUTE ONYX RX,C1874,"Stent, coated/cov w/del sys",drug_eluting_stent,high,0,0
9612164-2020-01696,2020-04-24,Injury,MEDTRONIC IRELAND,,,NIQ,RESOLUTE ONYX RX,C1875,"Stent, coated/cov w/o del sy",drug_eluting_stent,high,0,0
3004753838-2020-039220,2020-04-24,Malfunction,"DEXCOM, INC.",,,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,K0553,Ther cgm supply allowance,cgm_supply,medium,0,0
3004753838-2020-039214,2020-04-24,Malfunction,"DEXCOM, INC.",,,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,K0554,Ther cgm receiver/monitor,cgm_receiver,medium,0,0
3004753838-2020-039214,2020-04-24,Malfunction,"DEXCOM, INC.",,,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,K0553,Ther cgm supply allowance,cgm_supply,medium,0,0
2032227-2020-111037,2020-04-24,Malfunction,MEDTRONIC PUERTO RICO OPERATIONS CO.,,,FRN,RESERVOIR 3ML MMT-332A,C1751,"Cath, inf, per/cent/midline",central_venous_catheter,high,0,0
2032227-2020-111037,2020-04-24,Malfunction,MEDTRONIC PUERTO RICO OPERATIONS CO.,,,FRN,RESERVOIR 3ML MMT-332A,C1753,"Cath, intravas ultrasound",ivus_catheter,medium,0,0
3004753838-2020-039205,2020-04-24,Malfunction,"DEXCOM, INC.",,,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,K0554,Ther cgm receiver/monitor,cgm_receiver,medium,0,0
2032227-2020-111034,2020-04-24,Malfunction,MEDTRONIC PUERTO RICO OPERATIONS CO.,,,FRN,RESERVOIR 3ML MMT-332A,C1751,"Cath, inf, per/cent/midline",central_venous_catheter,high,0,0
2032227-2020-111034,2020-04-24,Malfunction,MEDTRONIC PUERTO RICO OPERATIONS CO.,,,FRN,RESERVOIR 3ML MMT-332A,C1753,"Cath, intravas ultrasound",ivus_catheter,medium,0,0
2134265-2020-05736,2020-04-24,Malfunction,BOSTON SCIENTIFIC CORPORATION,,,DQY,STERLING,C1725,"Cath, translumin non-laser",atherectomy_catheter,high,0,0
3004753838-2020-039205,2020-04-24,Malfunction,"DEXCOM, INC.",,,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,K0553,Ther cgm supply allowance,cgm_supply,medium,0,0
3004753838-2020-039004,2020-04-24,Malfunction,"DEXCOM, INC.",,,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,K0554,Ther cgm receiver/monitor,cgm_receiver,medium,0,0
2032227-2020-111216,2020-04-24,Injury,MEDTRONIC PUERTO RICO OPERATIONS CO.,,,FRN,RESERVOIR 3ML MMT-332A,C1753,"Cath, intravas ultrasound",ivus_catheter,medium,0,0
2032227-2020-111216,2020-04-24,Injury,MEDTRONIC PUERTO RICO OPERATIONS CO.,,,FRN,RESERVOIR 3ML MMT-332A,C1751,"Cath, inf, per/cent/midline",central_venous_catheter,high,0,0
3004753838-2020-39139,2020-04-24,Malfunction,"DEXCOM, INC.",,,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,K0553,Ther cgm supply allowance,cgm_supply,medium,0,0
3004753838-2020-39139,2020-04-24,Malfunction,"DEXCOM, INC.",,,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,K0554,Ther cgm receiver/monitor,cgm_receiver,medium,0,0
3004753838-2020-039538,2020-04-24,Malfunction,"DEXCOM, INC.",,,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,K0554,Ther cgm receiver/monitor,cgm_receiver,medium,0,0
3004753838-2020-039538,2020-04-24,Malfunction,"DEXCOM, INC.",,,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,K0553,Ther cgm supply allowance,cgm_supply,medium,0,0
3004753838-2020-039547,2020-04-24,Malfunction,"DEXCOM, INC.",,,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,K0554,Ther cgm receiver/monitor,cgm_receiver,medium,0,0
3004753838-2020-039534,2020-04-24,Malfunction,"DEXCOM, INC.",,,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,K0554,Ther cgm receiver/monitor,cgm_receiver,medium,0,0
3004464228-2020-05991,2020-04-24,Malfunction,INSULET CORPORATION,,,LZG,OMNIPOD INSULIN MANAGEMENT SYSTEM,E0784,Ext amb infusn pump insulin,insulin_pump,high,0,0
3004753838-2020-039547,2020-04-24,Malfunction,"DEXCOM, INC.",,,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,K0553,Ther cgm supply allowance,cgm_supply,medium,0,0
3004753838-2020-039534,2020-04-24,Malfunction,"DEXCOM, INC.",,,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,K0553,Ther cgm supply allowance,cgm_supply,medium,0,0
3004753838-2020-039263,2020-04-24,Malfunction,"DEXCOM, INC.",,,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,K0553,Ther cgm supply allowance,cgm_supply,medium,0,0
3004753838-2020-039529,2020-04-24,Malfunction,"DEXCOM, INC.",,,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,K0554,Ther cgm receiver/monitor,cgm_receiver,medium,0,0
3004753838-2020-039529,2020-04-24,Malfunction,"DEXCOM, INC.",,,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,K0553,Ther cgm supply allowance,cgm_supply,medium,0,0
3004753838-2020-039735,2020-04-24,Malfunction,"DEXCOM, INC.",,,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,K0553,Ther cgm supply allowance,cgm_supply,medium,0,0
2032227-2020-111394,2020-04-24,Injury,MEDTRONIC PUERTO RICO OPERATIONS CO.,,,FRN,RESERVOIR 3ML MMT-332A,C1753,"Cath, intravas ultrasound",ivus_catheter,medium,0,0
1028232-2020-01848,2020-04-24,Injury,BIOTRONIK SE & CO. KG,,,NVY,PLEXA PROMRI  S 65,C1779,"Lead, pmkr, transvenous vdd",pacemaker_lead_vdd,high,0,0
3004464228-2020-05979,2020-04-24,Malfunction,INSULET CORPORATION,,,LZG,OMNIPOD INSULIN PUMP,E0784,Ext amb infusn pump insulin,insulin_pump,high,0,0
3004753838-2020-39291,2020-04-24,Malfunction,"DEXCOM, INC.",,,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,K0554,Ther cgm receiver/monitor,cgm_receiver,medium,0,0
3004753838-2020-39155,2020-04-24,Malfunction,"DEXCOM, INC.",,,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,K0553,Ther cgm supply allowance,cgm_supply,medium,0,0
1028232-2020-01842,2020-04-24,Injury,BIOTRONIK SE & CO. KG,,,NVY,LINOX TD 65/16,C1779,"Lead, pmkr, transvenous vdd",pacemaker_lead_vdd,high,0,0
1028232-2020-01852,2020-04-24,Injury,BIOTRONIK SE & CO. KG,,,NVY,PROTEGO S 65,C1779,"Lead, pmkr, transvenous vdd",pacemaker_lead_vdd,high,0,0
3004753838-2020-39155,2020-04-24,Malfunction,"DEXCOM, INC.",,,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,K0554,Ther cgm receiver/monitor,cgm_receiver,medium,0,0
3004753838-2020-39291,2020-04-24,Malfunction,"DEXCOM, INC.",,,QBJ,DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,K0553,Ther cgm supply allowance,cgm_supply,medium,0,0
3004209178-2020-07751,2020-04-24,Injury,MEDTRONIC MED REL MEDTRONIC PUERTO RICO,,,MHY,ACTIVA,L8679,Imp neurosti pls gn any type,neurostim_implant,medium,0,0
3004209178-2020-07751,2020-04-24,Injury,MEDTRONIC MED REL MEDTRONIC PUERTO RICO,,,MHY,ACTIVA,L8680,Implt neurostim elctr each,neurostim_electrode,medium,0,0
3004464228-2020-05990,2020-04-24,Malfunction,INSULET CORPORATION,,,LZG,OMNIPOD INSULIN MANAGEMENT SYSTEM,E0784,Ext amb infusn pump insulin,insulin_pump,high,0,0
3011393376-2020-01539,2020-04-24,Malfunction,"ROCHE DIABETES CARE, INC.",,,LZG,ACCU-CHEK ® SPIRIT COMBO,E0784,Ext amb infusn pump insulin,insulin_pump,high,0,0
